matrix_taxon, vto, vto_label, ott_id
"Hesperoleucas symmetricus",VTO_0040877,"Hesperoleucus symmetricus",ott536565
"Hesperoleucus symmetricus",VTO_0040877,"Hesperoleucus symmetricus",ott536565
"Ptychocheilus grandis",VTO_0040882,"Ptychocheilus grandis",ott536569
"Gyrinocheilus aymonieri",VTO_0040888,"Gyrinocheilus aymonieri",ott341392
"Gyrinocheilus aymoneri",VTO_0040888,"Gyrinocheilus aymonieri",ott341392
"Acanthophthalmus kuhli",VTO_0040962,"Pangio kuhlii",ott438241
"Acanthophthalumus kuhli",VTO_0040962,"Pangio kuhlii",ott438241
"Niwaella delicata",VTO_0040997,"Niwaella delicata",ott117100
"Cobitis biwae",VTO_0041047,"Cobitis biwae",ott638827
"Cobitis takatsuensis",VTO_0041051,"Cobitis takatsuensis",ott117091
"Cobitis taenia striata",VTO_0041108,"Cobitis striata",ott499202
"Leptobotia",VTO_0041128,"Leptobotia",ott675392
"Noemacheilus pulcher",VTO_0041170,"Micronemacheilus pulcher",ott266317
"Noemacheilus barbatulus",VTO_0041175,"Barbatula barbatula",ott611751
"Noemacheilus fasciolata",VTO_0041209,"Schistura fasciolata",ott675381
"Lefua costata",VTO_0041262,"Lefua costata",ott991335
"Lefua echigonia",VTO_0041263,"Lefua echigonia",ott499198
"Arius proops",VTO_0035837,"Sciades proops",ott195721
"Bagrus proops",VTO_0035837,"Sciades proops",ott195721
"Bagrus couma",VTO_0035838,"Sciades couma",ott922455
"Sciadeichthys troscheli",VTO_0035840,"Sciades troschelii",ott784552
"Sciades troschelii",VTO_0035840,"Sciades troschelii",ott784552
"Selenaspis dowii",VTO_0035842,"Sciades dowii",ott922458
"Leptarius dowii",VTO_0035842,"Sciades dowii",ott922458
"Arius caerulescens",VTO_0035843,"Sciades guatemalensis",ott195737
"Galeichthys azureus",VTO_0035843,"Sciades guatemalensis",ott195737
"Aspredinidae",VTO_0035848,"Aspredinidae",ott609231
"Bunocephalus sp.",VTO_0035849,"Bunocephalus",ott536093
"Bunocephalus verrucosus",VTO_0035850,"Bunocephalus verrucosus",ott536088
"Bunocephalus coracoideus",VTO_0035851,"Bunocephalus coracoideus",ott693715
"Pterobunocephalus depressus",VTO_0035856,"Pterobunocephalus depressus",ott536090
"Hoplomyzon sexpapilostoma",VTO_0035859,"Hoplomyzon sexpapilostoma",ott343456
"Platystacus cotylephorus",VTO_0035861,"Platystacus cotylephorus",ott216459
"Lacantuniidae",VTO_0036092,"Lacantuniidae",ott874757
"Erethistidae",VTO_0036095,"Erethistidae",ott693711
"Erethistes pusillus",VTO_0036101,"Erethistes pusillus",ott641177
"Hara jerdoni",VTO_0036107,"Hara jerdoni",ott851188
"Hara jordoni",VTO_0036107,"Hara jerdoni",ott851188
"Hara hara",VTO_0036111,"Hara hara",ott641163
"Conta conta",VTO_0036113,"Conta conta",ott693709
"Laguvia shawi",VTO_0036116,"Pseudolaguvia shawi",ott119570
"Glyptothorax shawi",VTO_0036116,"Pseudolaguvia shawi",ott119570
"Laguvia ribeiroi",VTO_0036119,"Pseudolaguvia ribeiroi",ott119573
"Glyptothorax ribeiroi",VTO_0036119,"Pseudolaguvia ribeiroi",ott119573
"Siluridae",VTO_0036122,"Siluridae",ott441560
  ,VTO_0036122,"Siluridae",ott441560
"Silurus glanis",VTO_0036124,"Silurus glanis",ott272344
"Silurus asotus",VTO_0036128,"Silurus asotus",ott967323
"Kryptopterus apogon",VTO_0036132,"Phalacronotus apogon",ott229726
"Kryptopterus macrocephalus",VTO_0036138,"Kryptopterus macrocephalus",ott783832
"Kryptopterus schilbeides",VTO_0036140,"Kryptopterus schilbeides",ott783846
"Kryptopterus minor",VTO_0036141,"Kryptopterus minor",ott488967
"Kryptopterus bicirrhis",VTO_0036142,"Kryptopterus bicirrhis",ott896070
"Kryptopterus amboinensis",VTO_0036142,"Kryptopterus bicirrhis",ott896070
"Kryptopterus limpok",VTO_0036143,"Kryptopterus limpok",ott475451
"Kryptopterus cryptopterus",VTO_0036144,"Kryptopterus cryptopterus",ott444259
"Ceratoglanis scleronema",VTO_0036146,"Ceratoglanis scleronema",ott544761
"Silurichthys leucopodus",VTO_0036148,"Silurichthys schneideri",ott475461
"Pterocryptis anomala",VTO_0036153,"Pterocryptis anomala",ott582523
"Pterocryptis gilberti",VTO_0036153,"Pterocryptis anomala",ott582523
"Wallago leerrii",VTO_0036155,"Wallago leerii",ott96790
"Wallago nebulosus",VTO_0036155,"Wallago leerii",ott96790
"Wallago attu",VTO_0036156,"Wallago attu",ott55613
"Hemisilurus mekongensis",VTO_0036159,"Hemisilurus mekongensis",ott671054
"Hemisilurus moolenburghi",VTO_0036160,"Hemisilurus moolenburghi",ott582524
"Ompok malabaricus",VTO_0036164,"Ompok malabaricus",ott184772
"Ompok miostoma",VTO_0036166,"Ompok miostoma",ott444257
"Nematogenyidae",VTO_0036172,"Nematogenyidae",ott71453
"Laides hexanema",VTO_0036182,"Laides hexanema",ott61487
"Laides hexanuma",VTO_0036182,"Laides hexanema",ott61487
"Ailia coila",VTO_0036184,"Ailia coila",ott583421
"Ailia bengalensis",VTO_0036184,"Ailia coila",ott583421
"Silonia silondia",VTO_0036186,"Silonia silondia",ott350492
"Silundia gangetica",VTO_0036186,"Silonia silondia",ott350492
"Pseudeutropius brachypopterus",VTO_0036188,"Pseudeutropius brachypopterus",ott210174
"Pseudeutropius mitchelli",VTO_0036190,"Pseudeutropius mitchelli",ott184768
"Parailia longifilis",VTO_0036196,"Parailia congica",ott874761
"Schilbe mystus",VTO_0036200,"Schilbe mystus",ott1016850
"Eutropius niloticus",VTO_0036200,"Schilbe mystus",ott1016850
"Pristiophorus cirratus",VTO_0000768,"Pristiophorus cirratus",ott1095624
"Platyrhina sinensis",VTO_0000773,"Platyrhina sinensis",ott920361
"Plesiobatidae",VTO_0001160,"Plesiobatidae",ott456582
"Plesiobatis",VTO_0001161,"Plesiobatis",ott456580
"Hexatrygonidae",VTO_0001163,"Hexatrygonidae",ott456584
"Hexatrygon",VTO_0001164,"Hexatrygon",ott237948
"Narkidae",VTO_0001371,"Narkidae",ott932203
"Hypnidae",VTO_0001392,"Hypnidae",ott356637
"Anoxypristis cuspidata",VTO_0001455,"Anoxypristis cuspidata",ott97265
  ,VTO_0001463,"Euteleostomi",ott114654
"Osteichthyes",VTO_0001463,"Euteleostomi",ott114654
"Manis pentadactyla",VTO_0008725,"Manis pentadactyla",ott337830
"Pteropus giganteus",VTO_0008902,"Pteropus giganteus",ott588290
"Rhinopoma hardwickii",VTO_0010172,"Rhinopoma hardwickii",ott79793
"Elops affinis",VTO_0033940,"Elops affinis",ott182994
"Megalops cyprinoides",VTO_0033944,"Megalops cyprinoides",ott586610
"Halosauridae",VTO_0033961,"Halosauridae",ott925747
"Pterothrissus",VTO_0033980,"Pterothrissus",ott191548
"Chlopsidae",VTO_0034113,"Chlopsidae",ott586623
"Xenocongridae (Chlopsidae)",VTO_0034113,"Chlopsidae",ott586623
"Kaupichthys",VTO_0034119,"Kaupichthys",ott838151
"Robinisia catherinae",VTO_0034124,"Robinsia catherinae",ott586607
"Moringuidae",VTO_0034153,"Moringuidae",ott586615
"Moringua edwardsi",VTO_0034158,"Moringua edwardsi",ott313646
"Nettastomatidae",VTO_0034164,"Nettastomatidae",ott13838
"Hoplunnis",VTO_0034172,"Hoplunnis",ott757151
"Derichthyidae",VTO_0034183,"Derichthyidae",ott65734
"Nessorhamphus ingolfianus",VTO_0034185,"Nessorhamphus ingolfianus",ott417201
"Nessorhamphus danae",VTO_0034186,"Nessorhamphus danae",ott535058
"Synaphobranchidae",VTO_0034203,"Synaphobranchidae",ott65737
"Simenchelys parasiticus",VTO_0034206,"Simenchelys parasitica",ott718866
"Nemichthyidae",VTO_0034241,"Nemichthyidae",ott535059
"Muraenichthys",VTO_0034252,"Muraenichthys",ott164026
"Ariosoma",VTO_0034387,"Ariosoma",ott1090326
"Parabathymyrus",VTO_0034397,"Parabathymyrus",ott747283
"Gorgasia",VTO_0034400,"Gorgasia",ott195559
"Saccopharyngidae",VTO_0034528,"Saccopharyngidae",ott736194
"Chirocentrus dorab",VTO_0034549,"Chirocentrus dorab",ott481635
"Sprattus sprattus",VTO_0034566,"Sprattus sprattus",ott25768
"Sardinella maderensis",VTO_0034591,"Sardinella maderensis",ott25761
"Sardinella aurita",VTO_0034597,"Sardinella aurita",ott25765
"Harengula pensacolae",VTO_0034614,"Harengula jaguana",ott107257
"Harengula jaguana",VTO_0034614,"Harengula jaguana",ott107257
"Harengula pensacole",VTO_0034614,"Harengula jaguana",ott107257
"Opisthonema oglinum",VTO_0034620,"Opisthonema oglinum",ott681334
"Ophistonema oglinum",VTO_0034620,"Opisthonema oglinum",ott681334
"Breevortia patronus",VTO_0034686,"Brevoortia patronus",ott107260
"Brevoortia tyrannus",VTO_0034692,"Brevoortia tyrannus",ott107265
"Alosa aestivalis",VTO_0034704,"Alosa aestivalis",ott633305
"Jenkinsia lamprotaenia",VTO_0034723,"Jenkinsia lamprotaenia",ott705329
"Etrumeus teres",VTO_0034738,"Etrumeus teres",ott681340
"Etrumeus sardina",VTO_0034738,"Etrumeus teres",ott681340
"Dorosoma petenense",VTO_0034748,"Dorosoma petenense",ott681330
"Engraulis anchoita",VTO_0034882,"Engraulis anchoita",ott648864
"Engraulis encrasicolus",VTO_0034883,"Engraulis encrasicolus",ott222963
"Engraulis meletta",VTO_0034883,"Engraulis encrasicolus",ott222963
"Engraulis ringens",VTO_0034884,"Engraulis ringens",ott211981
"Engraulis mordax",VTO_0034886,"Engraulis mordax",ott29754
"Anchoa mitchelli",VTO_0034951,"Anchoa mitchilli",ott681352
"Gonorynchus abbreviatus",VTO_0034963,"Gonorynchus abbreviatus",ott417205
"Gonorynchus greyi",VTO_0034965,"Gonorynchus greyi",ott499205
"Phractolaemus ansorgei",VTO_0034982,"Phractolaemus ansorgii",ott709381
"Otophysa",VTO_0034989,"Otophysi",ott285818
"Centromochlus heckelii",VTO_0035023,"Centromochlus heckelii",ott518277
"Tatia intermedia",VTO_0035028,"Tatia intermedia",ott165958
"Auchenipterus demerarae",VTO_0035031,"Auchenipterus demerarae",ott165953
"Ageneiosus ucayalensis",VTO_0035047,"Ageneiosus ucayalensis",ott791207
"Auchenipterichthys thoracatus",VTO_0035049,"Auchenipterichthys thoracatus",ott165949
"Hemibagrus macropterus",VTO_0035078,"Hemibagrus macropterus",ott777650
"Mystus macropterus",VTO_0035078,"Hemibagrus macropterus",ott777650
"Hoplerythrinus unitaeniatus",VTO_0038600,"Hoplerythrinus unitaeniatus",ott719840
"Hoplias microlepis",VTO_0038608,"Hoplias microlepis",ott944930
"Leporellus vittatus",VTO_0038633,"Leporellus vittatus",ott777620
"Anostomus ternetzi",VTO_0038635,"Anostomus ternetzi",ott518218
"Schizodon knerii",VTO_0038638,"Schizodon knerii",ott639995
"Schizodon nasutus",VTO_0038642,"Schizodon nasutus",ott469757
"Rhynchocypris",VTO_0038693,"Rhynchocypris",ott493769
"Nocomis platyrhynchus",VTO_0038699,"Nocomis platyrhynchus",ott103067
"Nocomis effusus",VTO_0038700,"Nocomis effusus",ott342848
"Rasbora spilocerca",VTO_0038864,"Rasbora spilocerca",ott153715
"Rasbora myersi",VTO_0038878,"Rasbora dusonensis",ott454424
"Rasbora rasbora",VTO_0038882,"Rasbora rasbora",ott153701
"Engraulicypris sardella",VTO_0039050,"Engraulicypris sardella",ott334982
"Macrhybopsis gelida",VTO_0039148,"Macrhybopsis gelida",ott361223
"Macrhybopsis meeki",VTO_0039150,"Macrhybopsis meeki",ott361216
"Pachychilon pictum",VTO_0039264,"Pachychilon pictum",ott756855
"Abramis ballerus",VTO_0039358,"Ballerus ballerus",ott109791
"Gobiobotia puppenheimi",VTO_0039402,"Gobiobotia pappenheimi",ott188065
"Gobiobotia brevibarba",VTO_0039408,"Gobiobotia brevibarba",ott968081
"Inlecypris auropurpurea",VTO_0039430,"Devario auropurpureus",ott255883
"Danio browni",VTO_0039446,"Devario browni",ott528828
"Acanthorhodeus guichenoti",VTO_0039493,"Acheilognathus macropterus",ott636508
"Claroteidae",VTO_0059211,"Claroteidae",ott3624237
"Schilbeidae",VTO_0061453,"Schilbidae",ott967339
  ,VTO_0061453,"Schilbidae",ott967339
"Psilorhynchidae",VTO_0063050,"Psilorhynchidae",ott3628503
"Prochilodontidae",VTO_0064656,"Prochilodontidae",ott1027741
"Parodontidae",VTO_0064962,"Parodontidae",ott533488
  ,VTO_0067542,"Saccopharyngiformes",ott5792479
"Ginglymods",VTO_0080344,"Lepisosteiformes",ott904125
"Capoeta damascina",VTO_0039584,"Capoeta damascina",ott948903
"Engraulicypris argenteus",VTO_0039652,"Rastrineobola argentea",ott862027
"Microphysogobio koreensis",VTO_0040009,"Microphysogobio koreensis",ott968083
"Thynnichthys thynnoides",VTO_0040104,"Thynnichthys thynnoides",ott965144
"Ischikauia hainanensis",VTO_0040185,"Metzia formosae",ott778964
"Dionda ipni",VTO_0040237,"Tampichthys ipni",ott913481
"Tiaroga cobitis",VTO_0040250,"Rhinichthys cobitis",ott308524
"Moroco steindachneri",VTO_0040310,"Phoxinus steindachneri",ott1088991
"Barilius ubangensis",VTO_0040332,"Opsaridium ubangiense",ott323655
"Notropis chiliticus",VTO_0040350,"Notropis chiliticus",ott802328
"Notropis rubricroceus",VTO_0040352,"Notropis rubricroceus",ott53715
"Notropis spectrunculus",VTO_0040353,"Notropis spectrunculus",ott53720
"Notropis chlorocephalus",VTO_0040354,"Notropis chlorocephalus",ott53725
"Notropis petersoni",VTO_0040356,"Notropis petersoni",ott53730
"Notropis uranoscopus",VTO_0040387,"Notropis uranoscopus",ott677040
"Notropis semperasper",VTO_0040389,"Notropis semperasper",ott677058
"Notropis wickliffi",VTO_0040391,"Notropis wickliffi",ott563834
"Notropis ozarcanus",VTO_0040392,"Notropis ozarcanus",ott677055
"Notropis scabriceps",VTO_0040393,"Notropis scabriceps",ott677050
"Notropis greenei",VTO_0040394,"Notropis greenei",ott103051
"Notropis hypsilepis",VTO_0040395,"Notropis hypsilepis",ott103054
"Notropis chalybaeus",VTO_0040396,"Notropis chalybaeus",ott103071
"Notropis cummingsae",VTO_0040398,"Notropis cummingsae",ott608193
"Notropis bairdi",VTO_0040401,"Notropis bairdi",ott103078
"Notropis atrocaudalis",VTO_0040403,"Notropis atrocaudalis",ott103062
"Clupisoma garua",VTO_0036208,"Clupisoma garua",ott812575
"Schilbeichthys garua",VTO_0036208,"Clupisoma garua",ott812575
"Eutropiichthys vacha",VTO_0036212,"Eutropiichthys vacha",ott350498
"Eutropiellus vittata",VTO_0036215,"Pareutropius debauwi",ott1057296
"Ictaluridae",VTO_0036216,"Ictaluridae",ott701513
"Ictalurus pricei",VTO_0036218,"Ictalurus pricei",ott759346
"Ictalurus lupus",VTO_0036220,"Ictalurus lupus",ott759352
"Ictalurus furcatus",VTO_0036223,"Ictalurus furcatus",ott362799
"Ictalurus punctatus",VTO_0036225,"Ictalurus punctatus",ott701523
"Noturus gyrinus",VTO_0036235,"Noturus gyrinus",ott652777
"Schilbeodes gyrinus",VTO_0036235,"Noturus gyrinus",ott652777
"Noturus gilberti",VTO_0036236,"Noturus gilberti",ott652774
"Noturus insignis",VTO_0036237,"Noturus insignis",ott621604
"Noturus hildebrandi",VTO_0036238,"Noturus hildebrandi",ott652781
"Noturus leptacanthus",VTO_0036239,"Noturus leptacanthus",ott621583
"Noturus nocturnus",VTO_0036241,"Noturus nocturnus",ott621586
"Noturus placidus",VTO_0036242,"Noturus placidus",ott652766
"Noturus exilis",VTO_0036246,"Noturus exilis",ott678206
"Noturus funebris",VTO_0036248,"Noturus funebris",ott139659
"Prietella phreatophila",VTO_0036265,"Prietella phreatophila",ott1014995
"Ameiurus natalis",VTO_0036274,"Ameiurus natalis",ott362803
"Ictalurus natalis",VTO_0036274,"Ameiurus natalis",ott362803
"Ameiurus catus",VTO_0036275,"Ameiurus catus",ott976194
"Ictalurus catus",VTO_0036275,"Ameiurus catus",ott976194
"Ictalurus nebulosus",VTO_0036278,"Ameiurus nebulosus",ott804481
"Ameiurus nebulosus",VTO_0036278,"Ameiurus nebulosus",ott804481
"Pylodictis olivaris",VTO_0036282,"Pylodictis olivaris",ott139643
"Pylodictus olivaris",VTO_0036282,"Pylodictis olivaris",ott139643
"Plotosidae",VTO_0036283,"Plotosidae",ott967343
"Tandanus bostocki",VTO_0036285,"Tandanus bostocki",ott935100
"Tandanus tandanus",VTO_0036286,"Tandanus tandanus",ott113084
"Copidoglanis tandanus",VTO_0036286,"Tandanus tandanus",ott113084
"Neosilurus ater",VTO_0036291,"Neosilurus ater",ott215102
"Neosilurus hyrtli",VTO_0036292,"Neosilurus hyrtlii",ott922066
"Neosilurus argenteus",VTO_0036294,"Porochilus argenteus",ott922059
"Copidoglanis rendahli",VTO_0036295,"Porochilus rendahli",ott1020726
"Cnidoglanis macrocephalus",VTO_0036297,"Cnidoglanis macrocephalus",ott701869
"Plotosus canius",VTO_0036303,"Plotosus canius",ott970405
"Pimelodidae",VTO_0036306,"Pimelodidae",ott87893
"Pseudoplatystoma fasciatum",VTO_0036314,"Pseudoplatystoma fasciatum",ott482809
"Parapimelodus valenciennis",VTO_0036328,"Parapimelodus valenciennis",ott672142
"Brachyplatystoma vaillanti",VTO_0036386,"Brachyplatystoma vaillantii",ott678763
"Brachyplatystoma rousseauxi",VTO_0036387,"Brachyplatystoma rousseauxii",ott678769
"Brachyplatystoma juruense",VTO_0036388,"Brachyplatystoma juruense",ott566345
"Brachyplatystoma filamentosum",VTO_0036390,"Brachyplatystoma filamentosum",ott1077789
"Brachyplatystoma filamentosa",VTO_0036390,"Brachyplatystoma filamentosum",ott1077789
"Pinirampus pirinampu",VTO_0036398,"Pinirampus pirinampu",ott813445
"Pinirampus typus",VTO_0036398,"Pinirampus pirinampu",ott813445
"Pimelodus pictus",VTO_0036400,"Pimelodus pictus",ott488963
"Pimelodus ornatus",VTO_0036401,"Pimelodus ornatus",ott618288
"Pimelodus blochii",VTO_0036402,"Pimelodus blochii",ott840989
"Pimelodus albicans",VTO_0036404,"Pimelodus albicans",ott672144
"Pimelodus maculatus",VTO_0036411,"Pimelodus maculatus",ott386663
"Leiarius pictus",VTO_0036421,"Leiarius pictus",ott650088
"Olyridae",VTO_0036423,"Olyridae",ott609242
"Pangasiidae",VTO_0036426,"Pangasiidae",ott701522
"Pangasianodon gigas",VTO_0036428,"Pangasianodon gigas",ott967329
"Pangasius sutchi",VTO_0036429,"Pangasianodon hypophthalmus",ott896075
"Pangasius hypophthalmus",VTO_0036429,"Pangasianodon hypophthalmus",ott896075
"Notropis volucellus",VTO_0040360,"Notropis volucellus",ott351735
"Notropis procne",VTO_0040362,"Notropis procne",ott351732
"Notropis baileyi",VTO_0040363,"Notropis baileyi",ott709022
"Notropis chihuahua",VTO_0040366,"Notropis chihuahua",ott522918
"Notropis bifrenatus",VTO_0040368,"Notropis bifrenatus",ott439044
"Hybopsis bifrenatus",VTO_0040368,"Notropis bifrenatus",ott439044
"Notropis rubellus",VTO_0040379,"Notropis rubellus",ott565581
"Notropis simus",VTO_0040381,"Notropis simus",ott739305
"Notropis atherinoides",VTO_0040382,"Notropis atherinoides",ott636312
"Notropis braytoni",VTO_0040404,"Notropis braytoni",ott1011060
"Notropis xaenocephalus",VTO_0040416,"Notropis xaenocephalus",ott914937
"Notropis lutipinnis",VTO_0040418,"Notropis lutipinnis",ott703205
"Notropis ortenburgeri",VTO_0040421,"Notropis ortenburgeri",ott842361
"Notemigonus crysoleucas",VTO_0040430,"Notemigonus crysoleucas",ott317376
"Notemingonus crysoleucas",VTO_0040430,"Notemigonus crysoleucas",ott317376
"Notemigonus crysoleucus",VTO_0040430,"Notemigonus crysoleucas",ott317376
"Coreoleuciscus splendidus",VTO_0040464,"Coreoleuciscus splendidus",ott101438
"Couesius",VTO_0040479,"Couesius",ott583944
"Couesius plumbeus",VTO_0040480,"Couesius plumbeus",ott583945
"Acrocheilus alutaceus",VTO_0040484,"Acrocheilus alutaceus",ott222024
"Hemitrema flammea",VTO_0040490,"Hemitremia flammea",ott114467
"Hemitremia flammea",VTO_0040490,"Hemitremia flammea",ott114467
"G. Siphateles",VTO_0040495,"Gila",ott114472
"G. Gila",VTO_0040495,"Gila",ott114472
"G. Temeculina",VTO_0040495,"Gila",ott114472
"Gila atraria",VTO_0040497,"Gila atraria",ott945115
"G. atraria",VTO_0040497,"Gila atraria",ott945115
"Gila caerulea",VTO_0040498,"Gila coerulea",ott945112
"Gila pandora",VTO_0040500,"Gila pandora",ott945136
"Gila robusta",VTO_0040501,"Gila robusta",ott945132
"Gila conspersa",VTO_0040503,"Gila conspersa",ott945122
"Gila ditaenia",VTO_0040504,"Gila ditaenia",ott945118
"Gila orcuttii",VTO_0040506,"Gila orcuttii",ott945125
"Margariscus",VTO_0040511,"Margariscus",ott114475
"Semotilus margarita",VTO_0040512,"Margariscus margarita",ott114473
"Lepidomeda vittata",VTO_0040527,"Lepidomeda vittata",ott114476
"Phenacobius crassilabrum",VTO_0040536,"Phenacobius crassilabrum",ott610368
"Phenacobius catostomus",VTO_0040537,"Phenacobius catostomus",ott636316
"Phenacobius teretulus",VTO_0040538,"Phenacobius teretulus",ott610367
"Phenacobius uranops",VTO_0040539,"Phenacobius uranops",ott610364
"Phenacobius mirabilus",VTO_0040540,"Phenacobius mirabilis",ott945111
"Phenacobius mirabilis",VTO_0040540,"Phenacobius mirabilis",ott945111
"Barbus setivinensis",VTO_0040597,"Barbus callensis",ott5554995
"Barbus barbus",VTO_0040636,"Barbus barbus",ott627317
"Meda fulgida",VTO_0040657,"Meda fulgida",ott114464
"Paracrossocheilus vittatus",VTO_0040668,"Paracrossochilus vittatus",ott221011
"Danionella translucida",VTO_0040698,"Danionella translucida",ott650881
"Danionella mirifica",VTO_0040704,"Danionella mirifica",ott307762
"Horadandia atukorali",VTO_0040706,"Horadandia atukorali",ott770348
"Notropis albeolus",VTO_0040712,"Luxilus albeolus",ott538615
"Luxilus albeolus",VTO_0040712,"Luxilus albeolus",ott538615
"Luxilus cardinalis",VTO_0040713,"Luxilus cardinalis",ott538614
"Notropis cerasinus",VTO_0040714,"Luxilus cerasinus",ott538613
"Luxilus cerasinus",VTO_0040714,"Luxilus cerasinus",ott538613
"Notropis coccogenis",VTO_0040715,"Luxilus coccogenis",ott538612
"Luxilus coccogenis",VTO_0040715,"Luxilus coccogenis",ott538612
"Notropis pilsbryi",VTO_0040716,"Luxilus pilsbryi",ott538619
"Luxilus pilsbryi",VTO_0040716,"Luxilus pilsbryi",ott538619
"Luxilus zonatus",VTO_0040717,"Luxilus zonatus",ott538618
