matrix_taxon, vto, vto_label, ott_id
"Rineloricaria rupestris",VTO_0059823,"Rineloricaria rupestris",ott3623061
"Rhineloricaria jubata",VTO_0059833,"Rineloricaria jubata",ott3622730
"Rineloricaria sp.",VTO_0059842,"Rineloricaria sp. (Britto 2003)",ott?
"Loricariichthys brunneus",VTO_0059857,"Loricariichthys brunneus",ott3622803
"Loricariichthys sp.",VTO_0059860,"Loricariichthys sp. (Schaefer 1987)",ott?
"Loricariichthys labialis",VTO_0059867,"Loricariichthys labialis",ott3622808
"Loricariichthys sp.",VTO_0059869,"Loricariichthys sp. (Britto 2003)",ott?
"Planiloricaria sp.",VTO_0059872,"Planiloricaria sp. (Britto 2003)",ott?
"Hemiancistrus landoni",VTO_0059875,"Hemiancistrus landoni",ott3622632
"Hemiancistrus sp.",VTO_0059877,"Hemiancistrus sp. (Armbruster 2004)",ott?
"Hemiancistrus holostictus",VTO_0059879,"Hemiancistrus holostictus",ott3622629
"Hemiancistrus megacephalus",VTO_0059881,"Hemiancistrus megacephalus",ott3622626
"Hemiancistrus sp. Brazil",VTO_0059887,"Hemiancistrus sp. Brazil (Armbruster 2004)",ott?
"Exastilithoxus sp.",VTO_0059893,"Exastilithoxus sp. (Armbruster 2004)",ott?
"Exastilithoxus fimbriatus",VTO_0059895,"Exastilithoxus fimbriatus",ott3623025
"Parotocinclus jimi",VTO_0059896,"Parotocinclus jimi",ott3622956
"Parotocinclus sp.",VTO_0059898,"Parotocinclus sp. (Britto 2003)",ott?
"Parotocinclus sp.",VTO_0059900,"Parotocinclus sp. (Schaefer 1991)",ott?
"Parotocinclus polyochrus",VTO_0059907,"Parotocinclus polyochrus",ott3622954
"Leporacanthicus galaxias",VTO_0059914,"Leporacanthicus galaxias",ott3622496
"Ancistrus brevifilis",VTO_0059915,"Ancistrus brevifilis",ott3622570
"Ancistrus chagresi",VTO_0059918,"Ancistrus chagresi",ott3622564
"Ancistrus stigmaticus",VTO_0059937,"Ancistrus stigmaticus",ott3622558
"Ancistrus sp. 1",VTO_0059954,"Ancistrus sp. (Armbruster 2004)",ott?
"Ancistrus sp.",VTO_0059973,"Ancistrus sp. (Britto 2003)",ott?
"Acanthicus hystrix",VTO_0059975,"Acanthicus hystrix",ott3622504
"Acanthicus histrix",VTO_0059975,"Acanthicus hystrix",ott3622504
"Hypancistrus zebra",VTO_0059976,"Hypancistrus zebra",ott3622485
"Hypancistrus inspector",VTO_0059977,"Hypancistrus inspector",ott3622487
"Chaetostoma pearsei",VTO_0059993,"Chaetostoma pearsei",ott3622539
"Chaetostoma sovichthys",VTO_0059999,"Chaetostoma sovichthys",ott3622514
"Chaetostoma fischeri",VTO_0060000,"Chaetostoma fischeri",ott3622556
"Chaetostoma stannii",VTO_0060010,"Chaetostoma stannii",ott3622534
"Chaetostoma breve",VTO_0060014,"Chaetostoma breve",ott3622536
"Chaetostoma sp.",VTO_0060015,"Chaetostoma sp. (Friel 1994)",ott?
"Chaetostomus sp.",VTO_0060017,"Chaetostomus sp. (Britto 2003)",ott?
"Hypostomus spinosissimus",VTO_0060029,"Isorineloricaria spinosissma",ott?
"Isorineloricaria spinosissima",VTO_0060029,"Isorineloricaria spinosissma",ott?
"Lithoxus bovallii",VTO_0060034,"Lithoxus bovallii",ott3622644
"Lithoxus bovalli",VTO_0060034,"Lithoxus bovallii",ott3622644
"Kronichthys sp. 1",VTO_0060039,"Kronichthys sp. 1 (Armbruster 2004)",ott?
"Kronichthys sp. 2",VTO_0060040,"Kronichthys sp. 2 (Armbruster 2004)",ott?
"Kronichthys sp.",VTO_0060041,"Kronichthys sp. (Schaefer 1987)",ott?
"Hemipsilichthys sp.",VTO_0060042,"Hemipsilichthys sp. (Armbruster 2004)",ott?
"Hemipsilichthys?",VTO_0060043,"Hemipsilichthys? (Armbruster 2004)",ott?
"Lamontichthys filamentosus",VTO_0060049,"Lamontichthys filamentosus",ott3622714
"Lamontichthys llanero",VTO_0060050,"Lamontichthys llanero",ott3622711
"Pseudoloricaria sp.",VTO_0060054,"Pseudoloricaria sp. (Britto 2003)",ott?
"Otocinclus paulinus",VTO_0060055,"Hisonotus paulinus",ott3622980
"Hisonotus sp.",VTO_0060056,"Hisonotus candombe",ott549969
"Otocinclus maculipinnis",VTO_0060060,"Hisonotus maculipinnis",ott3622981
"Pseudacanthicus serratus",VTO_0060062,"Pseudacanthicus serratus",ott3622640
"Pseudotothyris sp.",VTO_0060068,"Pseudotothyris sp. (Schaefer 1991)",ott?
"P. syriacus",VTO_0002643,"Pelobates syriacus",ott47782
"Scaphiopus",VTO_0002644,"Scaphiopus",ott485826
"Scaphiopus hurterii",VTO_0002645,"Scaphiopus hurterii",ott1026952
"S. hurterii",VTO_0002645,"Scaphiopus hurterii",ott1026952
"Scaphiopus couchii",VTO_0002646,"Scaphiopus couchii",ott77494
"S. couchii",VTO_0002646,"Scaphiopus couchii",ott77494
"Scaphiopus holbrookii",VTO_0002647,"Scaphiopus holbrookii",ott485823
"S. holbrookii",VTO_0002647,"Scaphiopus holbrookii",ott485823
"Leiopelma",VTO_0002649,"Leiopelma",ott611959
"Leiopelma hochstetteri",VTO_0002651,"Leiopelma hochstetteri",ott142397
"Bombina",VTO_0002655,"Bombina",ott991561
"Bombina orientalis",VTO_0002656,"Bombina orientalis",ott991557
"B. bombina",VTO_0002658,"Bombina bombina",ott991559
"Bombina variegata",VTO_0002659,"Bombina variegata",ott233447
"B. variegata",VTO_0002659,"Bombina variegata",ott233447
"B. maxima",VTO_0002662,"Bombina maxima",ott1039096
"Barbourula",VTO_0002665,"Barbourula",ott95655
"Barbourula busuangensis",VTO_0002666,"Barbourula busuangensis",ott95643
"Ascaphus",VTO_0002669,"Ascaphus",ott485832
"Ascaphus truei",VTO_0002670,"Ascaphus truei",ott485827
"Platymantis papuensis",VTO_0002688,"Platymantis papuensis",ott270630
"Platymantis corrugatus",VTO_0002690,"Platymantis corrugatus",ott901778
"Batrachylodes vertebralis",VTO_0002695,"Batrachylodes vertebralis",ott513408
"Ceratobatrachus guentheri",VTO_0002698,"Ceratobatrachus guentheri",ott376749
"Rana temporaria",VTO_0002729,"Rana temporaria",ott496487
"Pantherana pipiens",VTO_0002790,"Rana pipiens",ott14703
"Amolops ricketti",VTO_0002856,"Amolops ricketti",ott656232
"Amnirana",VTO_0002858,"Hylarana",ott909265
"Hydrophylax galamensis",VTO_0002866,"Hylarana galamensis",ott870806
"Amnirana albolabris",VTO_0002915,"Hylarana albolabris",ott628820
"Hylarana albolabris",VTO_0002915,"Hylarana albolabris",ott628820
"Staurois natator",VTO_0002929,"Staurois natator",ott270619
"Phrynoglossus laevis",VTO_0003059,"Occidozyga laevis",ott841798
"Limnonectes blythii",VTO_0003097,"Limnonectes blythii",ott646960
"Nannophrys ceylonensis",VTO_0003151,"Nannophrys ceylonensis",ott1054411
"Hoplobatrachus",VTO_0003176,"Hoplobatrachus",ott214642
"Hoplobatrachus occipitalis",VTO_0003183,"Hoplobatrachus occipitalis",ott74847
"Euphlyctis cyanophlyctis",VTO_0003187,"Euphlyctis cyanophlyctis",ott376759
"Tomopterna breviceps rolandae",VTO_0003197,"Sphaerotheca breviceps",ott965439
"Nanorana parkeri",VTO_0003203,"Nanorana parkeri",ott899043
"Ptychadena",VTO_0003314,"Ptychadena",ott799885
"Ptychadena christyi",VTO_0003320,"Ptychadena christyi",ott165139
"Ptychadena mascareniensis",VTO_0003327,"Ptychadena mascareniensis",ott799886
"Ptychadena anchietae",VTO_0003336,"Ptychadena anchietae",ott160735
"Hildebrandtia ornata",VTO_0003344,"Hildebrandtia ornata",ott735527
"Petropedetes natator",VTO_0003350,"Petropedetes natator",ott137798
"Petropedetes newtoni",VTO_0003355,"Petropedetes johnstoni",ott241873
"Petropedetes parkeri",VTO_0003358,"Petropedetes parkeri",ott780986
"Arthroleptides martiensseni",VTO_0003360,"Petropedetes martiensseni",ott1001452
"Petropedetes cameronesis",VTO_0003363,"Petropedetes cameronensis",ott1001460
"Petropedetes cameronensis",VTO_0003363,"Petropedetes cameronensis",ott1001460
"Conraua",VTO_0003364,"Conraua",ott532104
"Conraua goliath",VTO_0003366,"Conraua goliath",ott532111
"Conraua crassipes",VTO_0003367,"Conraua crassipes",ott542266
"Aubria",VTO_0003370,"Aubria",ott143511
"Aubria subsigillata",VTO_0003371,"Aubria subsigillata",ott143510
"Pyxicephalus edulis",VTO_0003373,"Pyxicephalus edulis",ott475143
"Pyxicephalus adspersus",VTO_0003375,"Pyxicephalus adspersus",ott911282
"Poyntonia paludicola",VTO_0003378,"Poyntonia paludicola",ott475122
"Anhydrophryne rattrayi",VTO_0003380,"Anhydrophryne rattrayi",ott113820
"Microbatrachella capensis",VTO_0003382,"Microbatrachella capensis",ott540974
"Cacosternum capense",VTO_0003385,"Cacosternum capense",ott628810
"Actinistia",VTO_9007693,"Actinistia",ott760169
"Hesperosuchus ""agilis""",VTO_9007710,"Hesperosuchus",ott4129987
"Eoraptor",VTO_9007897,"Eoraptor lunensis",ott4128617
"Eoraptor lunensis",VTO_9007897,"Eoraptor lunensis",ott4128617
"Haplocheirus sollers",VTO_9007988,"Haplocheirus sollers",ott6149112
"Shuvuuia deserti",VTO_9008082,"Shuvuuia deserti",ott4946625
"Caudipteryx",VTO_9008132,"Caudipteryx zoui",ott4129552
"Caudipteryx zoui",VTO_9008132,"Caudipteryx zoui",ott4129552
"Longicrusavis",VTO_9008239,"Longicrusavis houi",ott6150777
"Tropidosuchus romeri",VTO_9008241,"Tropidosuchus romeri",ott6150179
"Birgeria",VTO_9008277,"Birgeria",ott4143005
"Andreolepis",VTO_9008281,"Andreolepis",ott?
"Boreosomus",VTO_9008296,"Boreosomus",ott4143491
"Dialipina",VTO_9008330,"Dialipina",ott4145234
"Glyptopomus",VTO_9008340,"Glyptopomus",ott3621431
"Gyroptychius",VTO_9008342,"Gyroptychius",ott4144873
"Onychodus",VTO_9008350,"Onychodus",ott4142441
"Miguashaia",VTO_9008361,"Miguashaia",ott3621449
"Rhizodus",VTO_9008365,"Rhizodus",ott4142588
  ,VTO_9008365,"Rhizodus",ott4142588
"Powichthys",VTO_9008372,"Powichthys",ott?
"Porolepis",VTO_9008373,"Porolepis",ott?
"Osteolepis",VTO_9008377,"Osteolepis",ott4144881
"Youngolepis",VTO_9008383,"Youngolepis",ott?
"Strunius",VTO_9008395,"Strunius",ott?
"Dissorophus",VTO_9008398,"Dissorophus multicinctus",ott6159190
"Micropholis",VTO_9008399,"Micropholis stowi",ott6158524
"Zatrachys serratus",VTO_9008408,"Zatrachys serratus",ott6159472
"Lydekkerina",VTO_9008428,"Lydekkerina huxleyi",ott6159294
"Sclerocephalus",VTO_9008432,"Sclerocephalus haeuseri",ott6340118
"Sclerocephalus haeuseri",VTO_9008432,"Sclerocephalus haeuseri",ott6340118
"Acroplous",VTO_9008469,"Acroplous vorax",ott6159197
"Acroplous vorax",VTO_9008469,"Acroplous vorax",ott6159197
"Lesothosaurus",VTO_9008475,"Lesothosaurus diagnosticus",ott4946576
"Lesothosaurus diagnosticus",VTO_9008475,"Lesothosaurus diagnosticus",ott4946576
"Tambachia",VTO_9008511,"Tambachia trogallas",ott6159410
"Tawa",VTO_9008624,"Tawa hallae",ott6158293
"Tawa hallae",VTO_9008624,"Tawa hallae",ott6158293
"Spea neuter",VTO_9008632,"Spea neuter",ott6158983
"Aethaspis",VTO_9008744,"Aethaspis",ott4949899
"Dilophosaurus",VTO_9009115,"Dilophosaurus wetherilli",ott4947131
"Dilophosaurus wetherelli",VTO_9009115,"Dilophosaurus wetherilli",ott4947131
"10-Tarbosaurus",VTO_9009125,"Tarbosaurus bataar",ott3595532
"Tarbosaurus baatar",VTO_9009125,"Tarbosaurus bataar",ott3595532
"9-Daspletosaurus",VTO_9009130,"Daspletosaurus torosus",ott3595541
"Archaeornithomimus asiaticus",VTO_9009200,"Archaeornithomimus asiaticus",ott4129028
"Orthacanthus",VTO_9009210,"Orthacanthus",ott4949933
"Osteolepiformes",VTO_9009664,"Osteolepidae",ott4144869
"Dinocephalia",VTO_9010061,"Dinocephalia",ott3416089
"Dimetrodonspp",VTO_9010139,"Dimetrodon",ott4126324
"Edaphosaurus",VTO_9010144,"Edaphosaurus",ott4130000
"Dicynodontia",VTO_9010171,"Dicynodontia",ott?
"Therocephalia",VTO_9010240,"Therocephalia",ott?
"Tristychius",VTO_9010474,"Tristychius",ott4145391
"Iniopteryx",VTO_9010905,"Iniopteryx",ott4145615
"Chirodipterus",VTO_9010969,"Chirodipterus",ott4141203
"Acanthodians",VTO_9011043,"Acanthodii",ott?
"Acanthodii",VTO_9011043,"Acanthodii",ott?
"Helodus",VTO_9011207,"Helodus",ott4140616
"Erismacanthus",VTO_9011208,"Erismacanthus",ott4141623
"Actinolepids",VTO_9011844,"Actinolepidae",ott4949898
"Loganellia",VTO_9012162,"Loganellia",ott6177116
"Placoderms",VTO_9012172,"Placodermi",ott?
"Placodermi",VTO_9012172,"Placodermi",ott?
"Myxinikela",VTO_9012324,"Myxinikela",ott3644135
"Hybodus",VTO_9012951,"Hybodus",ott?
"Schismaderma carens",VTO_0007087,"Schismaderma carens",ott506358
"B.melanostictus",VTO_0007123,"Duttaphrynus melanostictus",ott962265
"B.coccifer",VTO_0007162,"Incilius coccifer",ott41046
"B.valliceps",VTO_0007166,"Incilius valliceps",ott937819
"B.coniferus",VTO_0007173,"Incilius coniferus",ott244792
"B.luetkenii",VTO_0007184,"Incilius luetkenii",ott79423
"B.alvarius",VTO_0007185,"Incilius alvarius",ott436379
"B.macrotis",VTO_0007194,"Ingerophrynus macrotis",ott745771
"B.regularis",VTO_0007207,"Amietophrynus regularis",ott364563
"B.maculatus",VTO_0007210,"Amietophrynus maculatus",ott783159
"B.pardalis",VTO_0007211,"Amietophrynus pardalis",ott445922
"B.xeros",VTO_0007214,"Amietophrynus xeros",ott370331
"B.nasicus",VTO_0007236,"Rhaebo nasicus",ott745755
"B.haematiticus",VTO_0007237,"Rhaebo haematiticus",ott962306
"B.guttatus",VTO_0007238,"Rhaebo guttatus",ott171493
"B.lemur",VTO_0007246,"Peltophryne lemur",ott506369
"B.viridis",VTO_0007256,"Pseudepidalea viridis",ott1072356
"Bufo variegatus",VTO_0007290,"Nannophryne variegata",ott412181
"B.variegatus",VTO_0007290,"Nannophryne variegata",ott412181
"Nanophryne variegata",VTO_0007290,"Nannophryne variegata",ott412181
"B.cophotis",VTO_0007291,"Nannophryne cophotis",ott171456
"Pedostibes hosii",VTO_0007293,"Pedostibes hosii",ott317338
"B.sp.",VTO_0007300,"Bufo",ott187219
"B.bufo",VTO_0007309,"Bufo bufo",ott889350
"Melanophryniscus",VTO_0007329,"Melanophryniscus",ott506359
"Melanophryniscus rubriventris",VTO_0007335,"Melanophryniscus rubriventris",ott943456
"Melanophryniscus stelzneri",VTO_0007337,"Melanophryniscus stelzneri",ott506362
"Osornophryne bufoniformis",VTO_0007349,"Osornophryne bufoniformis",ott1044936
"B.americanus",VTO_0007359,"Anaxyrus americanus",ott738656
"B.fowleri",VTO_0007362,"Anaxyrus fowleri",ott635213
"B.terrestris",VTO_0007366,"Anaxyrus terrestris",ott931329
"B.punctatus",VTO_0007370,"Anaxyrus punctatus",ott931362
"B.quercicus",VTO_0007371,"Anaxyrus quercicus",ott931345
"B.woodhousii",VTO_0007375,"Anaxyrus woodhousii",ott355919
"B.cognatus",VTO_0007377,"Anaxyrus cognatus",ott436344
"B.debilis",VTO_0007378,"Anaxyrus debilis",ott436339
"B.exsul",VTO_0007379,"Anaxyrus exsul",ott962289
"B.boreas",VTO_0007380,"Anaxyrus boreas",ott205884
"B.juxtasper",VTO_0007384,"Phrynoidis juxtaspera",ott745782
"B.atacamensis",VTO_0007428,"Rhinella atacamensis",ott346930
"B.limensis",VTO_0007430,"Rhinella limensis",ott745766
"B.humboldti",VTO_0007432,"Rhinella humboldti",ott171482
"B.chilensis",VTO_0007433,"Rhinella arunco",ott283376
"B.veraguensis",VTO_0007434,"Rhinella veraguensis",ott120185
"B.scheideri",VTO_0007436,"Rhinella schneideri",ott120195
"B.vellardi",VTO_0007437,"Rhinella vellardi",ott120190
"B.marinus",VTO_0007439,"Rhinella marina",ott889340
"B.ocellatus",VTO_0007440,"Rhinella ocellata",ott745745
"B.poeppigii",VTO_0007441,"Rhinella poeppigii",ott745750
"B.arequipensis",VTO_0007446,"Rhinella arequipensis",ott589504
"B.chavin",VTO_0007449,"Rhinella chavin",ott171476
"B.margaritifer2",VTO_0007450,"Rhinella margaritifera",ott476029
"B.margaritifer1",VTO_0007450,"Rhinella margaritifera",ott476029
"B.spinulosus",VTO_0007459,"Rhinella spinulosa",ott670176
"B.mirandaribeiroi",VTO_0007470,"Rhinella mirandaribeiroi",ott856318
"Bufo granulosus",VTO_0007477,"Rhinella granulosa",ott962298
"B.goeldi",VTO_0007477,"Rhinella granulosa",ott962298
"B.granulosus",VTO_0007477,"Rhinella granulosa",ott962298
"B.arenarum",VTO_0007481,"Rhinella arenarum",ott522417
"B.crucifer",VTO_0007483,"Rhinella crucifer",ott663426
"Lithodytes lineatus",VTO_0007594,"Lithodytes lineatus",ott315873
"Leptodactylus",VTO_0007620,"Leptodactylus",ott1036182
"Leptodactylus pentadactylus",VTO_0007640,"Leptodactylus pentadactylus",ott1038261
"Leptodactylus chaquensis",VTO_0007644,"Leptodactylus chaquensis",ott584403
"Leptodactylus bufonius",VTO_0007645,"Leptodactylus bufonius",ott584400
"Leptodactylus leptodactyloides",VTO_0007646,"Leptodactylus leptodactyloides",ott11715
"Leptodactylus insularum",VTO_0007647,"Leptodactylus insularum",ott11717
"Leptodactylus diedrus",VTO_0007648,"Leptodactylus diedrus",ott584426
"Leptodactylus silvanimbus",VTO_0007649,"Leptodactylus silvanimbus",ott584418
"Leptodactylus riveroi",VTO_0007650,"Leptodactylus riveroi",ott584415
"Vanzolinius discodactylus",VTO_0007657,"Leptodactylus discodactylus",ott584408
"Leptodactylus knudseni",VTO_0007660,"Leptodactylus knudseni",ott617324
"Leptodactylus melanonotus",VTO_0007671,"Leptodactylus melanonotus",ott897299
"Leptodactylus fuscus",VTO_0007694,"Leptodactylus fuscus",ott863191
"Batrachyla antartandica",VTO_0007705,"Batrachyla antartandica",ott636139
"Chacophrys",VTO_0007743,"Chacophrys pierottii",ott431938
"Chacophrys pierottii",VTO_0007743,"Chacophrys pierottii",ott431938
"Ceratophrys",VTO_0007744,"Ceratophrys",ott386111
"Ceratophrys cranwelli",VTO_0007745,"Ceratophrys cranwelli",ott100573
"Ceratophrys ornata",VTO_0007748,"Ceratophrys ornata",ott386108
"Ceratophrys cornuta",VTO_0007749,"Ceratophrys cornuta",ott868530
"Lepidobatrachus",VTO_0007750,"Lepidobatrachus",ott414583
"Lepidobatrachus laevis",VTO_0007751,"Lepidobatrachus laevis",ott414578
"Hemiphractus",VTO_0007754,"Hemiphractus",ott655571
"Flectonotus",VTO_0007760,"Flectonotus",ott580186
"Flectonotus fitzgeraldi",VTO_0007762,"Flectonotus fitzgeraldi",ott580216
"Gastrotheca gracilis",VTO_0007814,"Gastrotheca gracilis",ott742456
"Lycenchelys xanthoptera",VTO_0076096,"Lycenchelys xanthoptera",ott3632987
"Lycenchelys maculata",VTO_0076102,"Lycenchelys maculata",ott3632965
"Lycenchelys nanospinata",VTO_0076114,"Lycenchelys nanospinata",ott3633005
"Kasatkia memorabilis",VTO_0076473,"Kasatkia memorabilis",ott3632879
"Cromileptes altivelis",VTO_0076551,"Chromileptes altivelis",ott1008449
"Labeo molybdinus",VTO_0077277,"Labeo molybdinus",ott3626590
"Demissolinea novaeguineensis",VTO_0078958,"Demissolinea novaeguineensis",ott3638492
"Nototheniops",VTO_0079000,"Nototheniops",ott3635427
"Notothenia nybelini",VTO_0079003,"Nototheniops nybelini",ott3635429
"Pseudotrematomus",VTO_0079005,"Pseudotrematomus",ott606642
"Trematomus scotti",VTO_0079009,"Pseudotrematomus scotti",ott985383
"Trematomus hansoni",VTO_0079016,"Pseudotrematomus hansoni",ott708983
"Lindbergichthys",VTO_0079029,"Lindbergichthys",ott3635423
"Notothenia nudifrons",VTO_0079031,"Lindbergichthys nudifrons",ott260052
"Gvozdarus",VTO_0079032,"Gvozdarus",ott3635420
"Eolates aquensis",VTO_0079064,"Eolates aquensis",ott?
"Eolates gracilis",VTO_0079065,"Eolates gracilis",ott?
"Lates angustifrons",VTO_0079066,"Lates angustifrons",ott6362445
"Lates stappersi",VTO_0079067,"Lates stappersii",ott6362458
"Lates mariae",VTO_0079068,"Lates mariae",ott6362453
"Robia legula",VTO_0079470,"Robia legula",ott3630255
"Centrophryne spinulosa",VTO_0079475,"Centrophryne spinulosa",ott1079083
"Allenypterus",VTO_0079501,"Allenichthys glauerti",ott3630247
"Lophichthyidae",VTO_0079578,"Lophichthyidae",ott3630435
"Zenopsis nebulosus",VTO_0079684,"Zenopsis nebulosa",ott707540
"Cyttus novaezelandiae",VTO_0079687,"Cyttus novaezealandiae",ott3631014
"Macrurocyttidae",VTO_0079688,"Macrurocyttus",ott3631020
"Macrurocyttus acanthopodus",VTO_0079689,"Macrurocyttus acanthopodus",ott3631019
"Cyttomimus stelgis",VTO_0079692,"Cyttomimus stelgis",ott3631025
"Capromimus abbreviatus",VTO_0079697,"Capromimus abbreviatus",ott3631023
"Stethopristes eos",VTO_0079699,"Stethopristes eos",ott3631007
"Stephanoberyx",VTO_0079722,"Stephanoberyx",ott3631090
"Vitiaziella cubiceps",VTO_0079731,"Vitiaziella cubiceps",ott4134441
"Cetomimoides parri",VTO_0079733,"Cetomimoides parri",ott4134437
"Hispidoberycidae",VTO_0079736,"Hispidoberycidae",ott3631092
"Gibberichthyidae",VTO_0079781,"Gibberichthyidae",ott3631094
"Gibberichthys",VTO_0079782,"Gibberichthys",ott3631093
"Scopelosaurus hoedti",VTO_0079800,"Scopelosaurus hoedti",ott3629270
"Scopelosaurus argenteus",VTO_0079802,"Scopelosaurus argenteus",ott3629273
"Synodus jenkensi",VTO_0079814,"Synodus scituliceps",ott3629210
"Saurida parri",VTO_0079849,"Saurida brasiliensis",ott3629201
"Saurida brasiliensis",VTO_0079849,"Saurida brasiliensis",ott3629201
"Saurida normani",VTO_0079853,"Saurida normani",ott3629200
"Ipnops meadi",VTO_0079860,"Ipnops meadi",ott3629258
"Ipnops murrayi",VTO_0079862,"Ipnops murrayi",ott3629257
"Ipnops agassizi",VTO_0079863,"Ipnops agassizii",ott3629254
"Bathytyphlops marionae",VTO_0079865,"Bathytyphlops marionae",ott3629255
"Bathypterois longipes",VTO_0079871,"Bathypterois longipes",ott3629244
"Bathypterois viridensis",VTO_0079872,"Bathypterois viridensis",ott3629253
"Bathypterois pectinatus",VTO_0079875,"Bathypterois pectinatus",ott3629250
"Bathymicrops regis",VTO_0079886,"Bathymicrops regis",ott3629263
"Uncisudis advena",VTO_0079889,"Uncisudis advena",ott3629345
"Paralepis brevirostris",VTO_0079897,"Paralepis brevirostris",ott3629340
"Macroparalepis affine",VTO_0079903,"Macroparalepis affinis",ott3629338
"Lestidiops affinis",VTO_0079917,"Lestidiops affinis",ott3629316
"Stemonosudis rothschildi",VTO_0079928,"Stemonosudis rothschildi",ott3629318
"Chlorophthalmus atlanticus",VTO_0079948,"Chlorophthalmus atlanticus",ott3629282
"Bathysauroides gigas",VTO_0079951,"Bathysauroides gigas",ott3629385
"Omosudis lowei",VTO_0079953,"Omosudis lowii",ott3629375
"Bathysauropsis gracilis",VTO_0079956,"Bathysauropsis gracilis",ott3629378
"Bathysauropsis malayanus",VTO_0079957,"Bathysauropsis malayanus",ott3629382
"Scopelarchoides nicholsi",VTO_0079960,"Scopelarchoides nicholsi",ott3629364
"Scopelarchoides signifer",VTO_0079961,"Scopelarchoides signifer",ott3629362
"Rosenblattichthys hubsi",VTO_0079967,"Rosenblattichthys hubbsi",ott3629363
"Evermannella balbo",VTO_0079984,"Evermannella balbo",ott3629298
"Odontostomops normalops",VTO_0079987,"Odontostomops normalops",ott3629304
"Erichalcis arcta",VTO_0079998,"Erichalcis arcta",ott?
"Orthogonikleithrus hoelli",VTO_0080001,"Orthogonikleithrus hoelli",ott6141360
"Orthogonikleithrus leichi",VTO_0080002,"Orthogonikleithrus leichi",ott6141361
"Leptolepides sprattiformis",VTO_0080004,"Leptolepides sprattiformis",ott6141357
"Leptolepides haerteisi",VTO_0080005,"Leptolepides haerteisi",ott6141356
"Esox sp.",VTO_0080008,"Esox sp. (Poyato-Ariza 1996)",ott?
"Esox sp.",VTO_0080009,"Esox sp. (Fink and Fink 1981)",ott?
"Talismania aphos",VTO_0080126,"Talismania aphos",ott3642722
"Humbertia sp.",VTO_0080207,"Humbertia sp. (Arratia 1999)",ott?
"Salmo sp.",VTO_0080223,"Salmo sp. (Fink and Fink 1981)",ott?
"Coregonus sp.",VTO_0080246,"Coregonus sp. (Fink and Fink 1981)",ott?
"Varasichthyidae",VTO_0080318,"Varasichthyidae",ott?
"Luisichthys vinalesensis",VTO_0080320,"Luisichthys vinalesensis",ott?
"Varasichthys ariasi",VTO_0080322,"Varasichthys ariasi",ott?
"Domeykos profetaesis",VTO_0080324,"Domeykos profetaesis",ott?
"Protoclupea atacamensis",VTO_0080326,"Protoclupea atacamensis",ott?
"Protoclupea chilensis",VTO_0080327,"Protoclupea chilensis",ott?
"Pholidophorus bechei",VTO_0080329,"Pholidophorus bechei",ott4949522
"Pholidophorus becheri",VTO_0080329,"Pholidophorus bechei",ott4949522
"Ascalabos voithii",VTO_0080330,"Ascalabos voithii",ott6142299
"Aspidorhynchus sp.",VTO_0080334,"Aspidorhynchus sp. (Arratia 1999)",ott?
"Aspidorhynchus acutirostris",VTO_0080335,"Aspidorhynchus acutirostris",ott4949660
"Acestrorhynchus minimus",VTO_0038622,"Acestrorhynchus minimus",ott512091
"Acestrorhynchus microlepis",VTO_0038624,"Acestrorhynchus microlepis",ott1035041
"Acestrorhynchus guianensis",VTO_0038624,"Acestrorhynchus microlepis",ott1035041
"Acestrorhynchus macrolepis",VTO_0038624,"Acestrorhynchus microlepis",ott1035041
"Acestrorhynchus apurensis",VTO_0038624,"Acestrorhynchus microlepis",ott1035041
"Acestrorhynchus falcatus",VTO_0038625,"Acestrorhynchus falcatus",ott845253
"Acestrorhynchus abbreviatus",VTO_0038626,"Acestrorhynchus abbreviatus",ott232235
"Acestrorhynchus britskii",VTO_0038627,"Acestrorhynchus britskii",ott845251
"Acestrorhynchus grandoculis",VTO_0038628,"Acestrorhynchus grandoculis",ott270832
"Acestrorhynchus nasutus",VTO_0038629,"Acestrorhynchus nasutus",ott565051
"Acestrorhynchus falcirostris",VTO_0038630,"Acestrorhynchus falcirostris",ott512072
"Anostomidae",VTO_0038631,"Anostomidae",ott178211
"Anostomus anostomus",VTO_0038636,"Anostomus anostomus",ott655776
"Schizodon fasciatus",VTO_0038639,"Schizodon fasciatus",ott282568
"Rhytiodus microlepis",VTO_0038646,"Rhytiodus microlepis",ott332380
"Leporinus striatus",VTO_0038648,"Leporinus striatus",ott435359
"Leporinus fasciatus",VTO_0038659,"Leporinus fasciatus",ott546980
  ,VTO_0038678,"Cypriniformes",ott1005931
"Cyprinidae",VTO_0038680,"Cyprinidae",ott1005930
"Psilorhynchus sucatio",VTO_0038687,"Psilorhynchus sucatio",ott323661
"Pogonichthys macrolepidotus",VTO_0038689,"Pogonichthys macrolepidotus",ott832990
"Oregonichthys crameri",VTO_0038691,"Oregonichthys crameri",ott592044
"Hybopsis biguttatus",VTO_0038698,"Nocomis biguttatus",ott832984
"Nocomis biguttatus",VTO_0038698,"Nocomis biguttatus",ott832984
"Nocomis raneyi",VTO_0038702,"Nocomis raneyi",ott484800
"Nocomis leptocephalus",VTO_0038708,"Nocomis leptocephalus",ott358409
