"matrix_taxon","vto","vto_label"
"Clinostomus elongatus","http://purl.obolibrary.org/obo/VTO_0038726","Clinostomus elongatus"
"Exoglossum","http://purl.obolibrary.org/obo/VTO_0038729","Exoglossum"
"Exoglossum laurae","http://purl.obolibrary.org/obo/VTO_0038730","Exoglossum laurae"
"Exoglossum maxillingua","http://purl.obolibrary.org/obo/VTO_0038731","Exoglossum maxillingua"
"Richardsonius balteatus","http://purl.obolibrary.org/obo/VTO_0038779","Richardsonius balteatus"
"Richardsonius egregius","http://purl.obolibrary.org/obo/VTO_0038780","Richardsonius egregius"
"Opsarichthys","http://purl.obolibrary.org/obo/VTO_0038781","Opsariichthys"
"Opsariichthys uncirostris","http://purl.obolibrary.org/obo/VTO_0038788","Opsariichthys uncirostris"
"Leuciscus leuciscus","http://purl.obolibrary.org/obo/VTO_0038809","Leuciscus leuciscus"
"Leuciscus idus","http://purl.obolibrary.org/obo/VTO_0038812","Leuciscus idus"
"Rhodeus sericeus","http://purl.obolibrary.org/obo/VTO_0038832","Rhodeus sericeus"
"Acanthorhodeus atremius","http://purl.obolibrary.org/obo/VTO_0038836","Rhodeus atremius"
"Rhodeus ocellatus","http://purl.obolibrary.org/obo/VTO_0038843","Rhodeus ocellatus"
"Rasbora kalochroma","http://purl.obolibrary.org/obo/VTO_0038847","Rasbora kalochroma"
"Rasbora kalbarensis","http://purl.obolibrary.org/obo/VTO_0038848","Rasbora kalbarensis"
"Rasbora argyrotaenia","http://purl.obolibrary.org/obo/VTO_0038857","Rasbora argyrotaenia"
"Rasbora steineri","http://purl.obolibrary.org/obo/VTO_0038859","Rasbora steineri"
"Rasbora pauciperforta","http://purl.obolibrary.org/obo/VTO_0038867","Rasbora pauciperforata"
"Puntius semifasciolatus","http://purl.obolibrary.org/obo/VTO_0038970","Puntius semifasciolatus"
"T. obscura","http://purl.obolibrary.org/obo/VTO_0083114","Paracassina obscura"
"Limnodynastes ornatus","http://purl.obolibrary.org/obo/VTO_0083434","Platyplectrum ornatum"
"Platyplectrum ornatum","http://purl.obolibrary.org/obo/VTO_0083434","Platyplectrum ornatum"
"Lepidobatrachus llanensis","http://purl.obolibrary.org/obo/VTO_0083482","Lepidobatrachus llanensis"
"Leptodactylus ocellatus","http://purl.obolibrary.org/obo/VTO_0083486","Leptodactylus latrans"
"Leptodactylus latinasus","http://purl.obolibrary.org/obo/VTO_0083503","Leptodactylus latinasus"
"Adenomera marmorata","http://purl.obolibrary.org/obo/VTO_0083531","Adenomera marmorata"
"Hylactophryne occidentalis","http://purl.obolibrary.org/obo/VTO_0083716","Craugastor occidentalis"
"Batrachylodes elegans","http://purl.obolibrary.org/obo/VTO_0083801","Batrachylodes elegans"
"Discodeles bufoniformis","http://purl.obolibrary.org/obo/VTO_0083806","Discodeles bufoniformis"
"Callulops (Asterophrys) doriae","http://purl.obolibrary.org/obo/VTO_0084008","Callulops doriae"
"Palaeobatrachus","http://purl.obolibrary.org/obo/VTO_0084108","Palaeobatrachus"
"Eopelobates","http://purl.obolibrary.org/obo/VTO_0084118","Eopelobates"
"Eodiscoglossus","http://purl.obolibrary.org/obo/VTO_0084130","Eodiscoglossus"
"Telmatobius scrocchii","http://purl.obolibrary.org/obo/VTO_0084184","Telmatobius scrocchii"
"Telmatobius jelskii","http://purl.obolibrary.org/obo/VTO_0084202","Telmatobius jelskii"
"Telmatobius schreiteri","http://purl.obolibrary.org/obo/VTO_0084206","Telmatobius schreiteri"
"Batrachophrynus","http://purl.obolibrary.org/obo/VTO_0084210","Batrachophrynus"
"Chelomophrynus","http://purl.obolibrary.org/obo/VTO_0084215","Chelomophrynus"
"Vancleavea campi","http://purl.obolibrary.org/obo/VTO_9000049","Vancleavea campi"
"Poposaurus gracilis holotype","http://purl.obolibrary.org/obo/VTO_9000203","Poposaurus gracilis"
"Poposaurus gracilis yale","http://purl.obolibrary.org/obo/VTO_9000203","Poposaurus gracilis"
"Hesperosuchus agilis","http://purl.obolibrary.org/obo/VTO_9000204","Hesperosuchus agilis"
"CM 73372","http://purl.obolibrary.org/obo/VTO_9000205","Postosuchus kirkpatricki"
"Postosuchus kirkpatricki","http://purl.obolibrary.org/obo/VTO_9000205","Postosuchus kirkpatricki"
"Pseudopalatus pristinus","http://purl.obolibrary.org/obo/VTO_9000216","Pseudopalatus pristinus"
"Pucapampella","http://purl.obolibrary.org/obo/VTO_9000326","Pucapumpella"
"Arthrodires","http://purl.obolibrary.org/obo/VTO_9000330","Arthrodiriformes"
"Ptyctodontida","http://purl.obolibrary.org/obo/VTO_9000331","Ptyctodontiformes"
"ptyctodontids","http://purl.obolibrary.org/obo/VTO_9000331","Ptyctodontiformes"
"Titanophoneuspotens","http://purl.obolibrary.org/obo/VTO_9000394","Titanophoneus potens"
"Petalichthyida","http://purl.obolibrary.org/obo/VTO_9000396","Petalichthyiformes"
"petalichthyids","http://purl.obolibrary.org/obo/VTO_9000396","Petalichthyiformes"
"Rhenanida","http://purl.obolibrary.org/obo/VTO_9000402","Rhenaniformes"
"rhenanids","http://purl.obolibrary.org/obo/VTO_9000402","Rhenaniformes"
"acanthothoracids","http://purl.obolibrary.org/obo/VTO_9000404","Acanthothoraciformes"
"Acanthothoraci","http://purl.obolibrary.org/obo/VTO_9000404","Acanthothoraciformes"
"Wuttagoonaspis","http://purl.obolibrary.org/obo/VTO_9000425","Wuttagoonaspis"
"Microphon_exiguus","http://purl.obolibrary.org/obo/VTO_9000662","Microphon exiguus"
"Brachydectes","http://purl.obolibrary.org/obo/VTO_9000666","Brachydectes"
"Brachydectes elongatus / newberryi","http://purl.obolibrary.org/obo/VTO_9000666","Brachydectes"
"Brachydectese_longatus/B.newberryi","http://purl.obolibrary.org/obo/VTO_9000666","Brachydectes"
"Lysorophia","http://purl.obolibrary.org/obo/VTO_9000666","Brachydectes"
"Balanerpeton","http://purl.obolibrary.org/obo/VTO_9000671","Balanerpeton woodi"
"Balanerpeton woodi","http://purl.obolibrary.org/obo/VTO_9000671","Balanerpeton woodi"
"Balanerpeton_woodi","http://purl.obolibrary.org/obo/VTO_9000671","Balanerpeton woodi"
"Promesacanthus","http://purl.obolibrary.org/obo/VTO_9000695","Promesacanthus eppleri"
"Parexus","http://purl.obolibrary.org/obo/VTO_9000698","Parexus"
"Capetus_palustris","http://purl.obolibrary.org/obo/VTO_9000702","Capetus palustris"
"Capetus palustris","http://purl.obolibrary.org/obo/VTO_9000702","Capetus palustris"
"Pterichthyodes","http://purl.obolibrary.org/obo/VTO_9000704","Pterichthyodes"
"Ptomacanthus","http://purl.obolibrary.org/obo/VTO_9000706","Ptomacanthus anglicus"
"Rhamphodopsis","http://purl.obolibrary.org/obo/VTO_9000707","Rhamphodopsis"
"Dendrerpeton confusum","http://purl.obolibrary.org/obo/VTO_9000708","Dendrerpeton confusum"
"Platyrhinops","http://purl.obolibrary.org/obo/VTO_9000719","Platyrhinops lyelli"
"Platyrhinops lyelli","http://purl.obolibrary.org/obo/VTO_9000719","Platyrhinops lyelli"
"Platyrhinops_lyelli","http://purl.obolibrary.org/obo/VTO_9000719","Platyrhinops lyelli"
"Lethiscus stocki","http://purl.obolibrary.org/obo/VTO_9000722","Lethiscus stocki"
"Lethiscus_stocki","http://purl.obolibrary.org/obo/VTO_9000722","Lethiscus stocki"
"Aistopoda","http://purl.obolibrary.org/obo/VTO_9000722","Lethiscus stocki"
"Megalocephalus pachycephalus","http://purl.obolibrary.org/obo/VTO_9000723","Megalocephalus pachycephalus"
"Megalocephalus_pachycephalus","http://purl.obolibrary.org/obo/VTO_9000723","Megalocephalus pachycephalus"
"Panderichthys rhombolepis","http://purl.obolibrary.org/obo/VTO_9000724","Panderichthys rhombolepis"
"Panderichthys_rhombolepis","http://purl.obolibrary.org/obo/VTO_9000724","Panderichthys rhombolepis"
"Panderichthys","http://purl.obolibrary.org/obo/VTO_9000724","Panderichthys rhombolepis"
"Panderichthyidae","http://purl.obolibrary.org/obo/VTO_9000724","Panderichthys rhombolepis"
  , "http://purl.obolibrary.org/obo/VTO_9000724","Panderichthys rhombolepis"
"Gephyrocharax chocoensis","http://purl.obolibrary.org/obo/VTO_0065049","Gephyrocharax chocoensis"
"Grundulus bogotensis","http://purl.obolibrary.org/obo/VTO_0065056","Grundulus bogotensis"
"Hysteronotus sp.","http://purl.obolibrary.org/obo/VTO_0065080","Hysteronotus sp. (Weitzman and Menezes 1998)"
"Hysteronotus megalostomus","http://purl.obolibrary.org/obo/VTO_0065081","Hysteronotus megalostomus"
"Triportheus sp.","http://purl.obolibrary.org/obo/VTO_0065086","Triportheus sp. (Toledo-Piza 2000)"
"Gnathocharax sp.","http://purl.obolibrary.org/obo/VTO_0065094","Gnathocharax sp. (Toledo-Piza 2000)"
"Cheirodontops geayi","http://purl.obolibrary.org/obo/VTO_0065095","Cheirodontops geayi"
"Phenacobrycon henni","http://purl.obolibrary.org/obo/VTO_0065097","Phenacobrycon henni"
"Hysteronotus hesperus","http://purl.obolibrary.org/obo/VTO_0065099","Chrysobrycon hesperus"
"Hysteronotus myersi","http://purl.obolibrary.org/obo/VTO_0065100","Chrysobrycon myersi"
"Tyttobrycon hamatus","http://purl.obolibrary.org/obo/VTO_0065102","Tyttobrycon hamatus"
"Tyttobrycon dorsimaculatus","http://purl.obolibrary.org/obo/VTO_0065104","Tyttobrycon dorsimaculatus"
"Tyttobrycon xeruini","http://purl.obolibrary.org/obo/VTO_0065105","Tyttobrycon xeruini"
"Bryconops sp.","http://purl.obolibrary.org/obo/VTO_0065116","Bryconops sp. (Toledo-Piza 2007)"
"Bryconops alburnoides","http://purl.obolibrary.org/obo/VTO_0065119","Bryconops alburnoides"
"Hyphessobrycon meridionalis","http://purl.obolibrary.org/obo/VTO_0065163","Hyphessobrycon meridionalis"
"Pseudopristella simulata","http://purl.obolibrary.org/obo/VTO_0065190","Hyphessobrycon simulatus"
"Hyphessobrycon sp.","http://purl.obolibrary.org/obo/VTO_0065203","Hyphessobrycon sp. (Vari and Harold 2001)"
"Piabarchus torrenticola","http://purl.obolibrary.org/obo/VTO_0065242","Piabarchus torrenticola"
"Glandulocauda melanopleura","http://purl.obolibrary.org/obo/VTO_0065352","Glandulocauda melanopleura"
"Mimagoniates sylvicola","http://purl.obolibrary.org/obo/VTO_0065353","Mimagoniates sylvicola"
"Mimagoniates barberi","http://purl.obolibrary.org/obo/VTO_0065355","Mimagoniates barberi"
"Othonocheirodus eigenmanni","http://purl.obolibrary.org/obo/VTO_0065358","Othonocheirodus eigenmanni"
"Roeboides sp.","http://purl.obolibrary.org/obo/VTO_0065362","Roeboides sp. (Toledo-Piza 2000)"
"Roeboides affinis","http://purl.obolibrary.org/obo/VTO_0065368","Roeboides affinis"
"Roeboides prognatus","http://purl.obolibrary.org/obo/VTO_0065368","Roeboides affinis"
"Roeboides sp. B","http://purl.obolibrary.org/obo/VTO_0065373","Roeboides sp. B (Lucena and Menezes 1998)"
"Roeboides sp. A","http://purl.obolibrary.org/obo/VTO_0065374","Roeboides sp. A (Lucena and Menezes 1998)"
"Mixobrycon ribeiroi","http://purl.obolibrary.org/obo/VTO_0065377","Mixobrycon ribeiroi"
"Moenkhausia cotinho","http://purl.obolibrary.org/obo/VTO_0065407","Moenkhausia cotinho"
"Iotabrycon praecox","http://purl.obolibrary.org/obo/VTO_0065441","Iotabrycon praecox"
"Planaltina sp","http://purl.obolibrary.org/obo/VTO_0065443","Planaltina sp. (Burns et al 1995)"
"Oligosarcus argenteus","http://purl.obolibrary.org/obo/VTO_0065447","Oligosarcus argenteus"
"Thrissobrycon pectinifer","http://purl.obolibrary.org/obo/VTO_0065461","Thrissobrycon pectinifer"
"Atopomesus pachyodus","http://purl.obolibrary.org/obo/VTO_0065468","Atopomesus pachyodus"
"Creagrutus maxillaris","http://purl.obolibrary.org/obo/VTO_0065469","Creagrutus maxillaris"
"Creagrutus maracaiboensis","http://purl.obolibrary.org/obo/VTO_0065470","Creagrutus maracaiboensis"
"Creagrutus amoenus","http://purl.obolibrary.org/obo/VTO_0065471","Creagrutus amoenus"
"Creagrutus runa","http://purl.obolibrary.org/obo/VTO_0065472","Creagrutus runa"
"Creagrutus barrigai","http://purl.obolibrary.org/obo/VTO_0065473","Creagrutus barrigai"
"Creagrutus holmi","http://purl.obolibrary.org/obo/VTO_0065474","Creagrutus holmi"
"Creagrutus ungulus","http://purl.obolibrary.org/obo/VTO_0065475","Creagrutus ungulus"
"Creagrutus zephyrus","http://purl.obolibrary.org/obo/VTO_0065476","Creagrutus zephyrus"
"Creagrutus cochui","http://purl.obolibrary.org/obo/VTO_0065478","Creagrutus cochui"
"Creagrutus melasma","http://purl.obolibrary.org/obo/VTO_0065479","Creagrutus melasma"
"Creagrutus bolivari","http://purl.obolibrary.org/obo/VTO_0065480","Creagrutus bolivari"
"Creagrutus kunturus","http://purl.obolibrary.org/obo/VTO_0065481","Creagrutus kunturus"
"Creagrutus pearsoni","http://purl.obolibrary.org/obo/VTO_0065482","Creagrutus pearsoni"
"Creagrutus sp.","http://purl.obolibrary.org/obo/VTO_0065483","Creagrutus sp. (Fink and Fink 1981)"
"Creagrutus caucanus","http://purl.obolibrary.org/obo/VTO_0065484","Creagrutus caucanus"
"Creagrutus gephyrus","http://purl.obolibrary.org/obo/VTO_0065485","Creagrutus gephyrus"
"Creagrutus affinis","http://purl.obolibrary.org/obo/VTO_0065486","Creagrutus affinis"
"Creagrutus gracilis","http://purl.obolibrary.org/obo/VTO_0065487","Creagrutus gracilis"
"Creagrutus gyrospilus","http://purl.obolibrary.org/obo/VTO_0065488","Creagrutus gyrospilus"
"Creagrutus ephippiatus","http://purl.obolibrary.org/obo/VTO_0065489","Creagrutus ephippiatus"
"Creagrutus mucipu","http://purl.obolibrary.org/obo/VTO_0065490","Creagrutus mucipu"
"Creagrutus atratus","http://purl.obolibrary.org/obo/VTO_0065491","Creagrutus atratus"
"Creagrutus occidaneus","http://purl.obolibrary.org/obo/VTO_0065492","Creagrutus occidaneus"
"Creagrutus pila","http://purl.obolibrary.org/obo/VTO_0065494","Creagrutus pila"
"Creagrutus phasma","http://purl.obolibrary.org/obo/VTO_0065495","Creagrutus phasma"
"Creagrutus hysginus","http://purl.obolibrary.org/obo/VTO_0065496","Creagrutus hysginus"
"Creagrutus anary","http://purl.obolibrary.org/obo/VTO_0065498","Creagrutus anary"
"Creagrutus figueiredoi","http://purl.obolibrary.org/obo/VTO_0065499","Creagrutus figueiredoi"
"Creagrutus manu","http://purl.obolibrary.org/obo/VTO_0065500","Creagrutus manu"
"Creagrutus seductus","http://purl.obolibrary.org/obo/VTO_0065502","Creagrutus seductus"
"Creagrutus magdalenae","http://purl.obolibrary.org/obo/VTO_0065503","Creagrutus magdalenae"
"Creagrutus changae","http://purl.obolibrary.org/obo/VTO_0065505","Creagrutus changae"
"Creagrutus ouranonastes","http://purl.obolibrary.org/obo/VTO_0065506","Creagrutus ouranonastes"
"Creagrutus ortegai","http://purl.obolibrary.org/obo/VTO_0065507","Creagrutus ortegai"
"Creagrutus magoi","http://purl.obolibrary.org/obo/VTO_0065508","Creagrutus magoi"
"Creagrutus cracentis","http://purl.obolibrary.org/obo/VTO_0065510","Creagrutus cracentis"
"Creagrutus nigrostigmatus","http://purl.obolibrary.org/obo/VTO_0065511","Creagrutus nigrostigmatus"
"Creagrutus brevipinnis","http://purl.obolibrary.org/obo/VTO_0065512","Creagrutus brevipinnis"
"Creagrutus melanzonus","http://purl.obolibrary.org/obo/VTO_0065513","Creagrutus melanzonus"
"Creagrutus lassoi","http://purl.obolibrary.org/obo/VTO_0065514","Creagrutus lassoi"
"Creagrutus provenzanoi","http://purl.obolibrary.org/obo/VTO_0065515","Creagrutus provenzanoi"
"Creagrutus flavescens","http://purl.obolibrary.org/obo/VTO_0065516","Creagrutus flavescens"
"Creagrutus petilus","http://purl.obolibrary.org/obo/VTO_0065517","Creagrutus petilus"
"Creagrutus calai","http://purl.obolibrary.org/obo/VTO_0065518","Creagrutus calai"
"Creagrutus atrisignum","http://purl.obolibrary.org/obo/VTO_0065519","Creagrutus atrisignum"
"Creagrutus taphorni","http://purl.obolibrary.org/obo/VTO_0065523","Creagrutus taphorni"
"Creagrutus vexillapinnus","http://purl.obolibrary.org/obo/VTO_0065524","Creagrutus vexillapinnus"
"Creagrutus muelleri","http://purl.obolibrary.org/obo/VTO_0065525","Creagrutus muelleri"
"Creagrutus menezesi","http://purl.obolibrary.org/obo/VTO_0065526","Creagrutus menezesi"
  , "http://purl.obolibrary.org/obo/VTO_9001290","Acanthostega gunnari"
"Diceratosaurus","http://purl.obolibrary.org/obo/VTO_9001324","Diceratosaurus brevirostris"
"Diceratosaurus brevirostris","http://purl.obolibrary.org/obo/VTO_9001324","Diceratosaurus brevirostris"
"Diceratosaurus_brevirostris","http://purl.obolibrary.org/obo/VTO_9001324","Diceratosaurus brevirostris"
"Phlegethontia linearis","http://purl.obolibrary.org/obo/VTO_9028514","Phlegethontia linearis"
"Phlegethontia_linearis","http://purl.obolibrary.org/obo/VTO_9028514","Phlegethontia linearis"
"Eomaia scansoria","http://purl.obolibrary.org/obo/VTO_9028566","Eomaia scansoria"
"Concornis","http://purl.obolibrary.org/obo/VTO_9028587","Concornis lacustris"
"Concornis lacustris","http://purl.obolibrary.org/obo/VTO_9028587","Concornis lacustris"
"Neuquenornis","http://purl.obolibrary.org/obo/VTO_9028597","Neuquenornis volans"
"Neuquenornis volans","http://purl.obolibrary.org/obo/VTO_9028597","Neuquenornis volans"
"Onychonycteris finneyi","http://purl.obolibrary.org/obo/VTO_9029041","Onychonycteris finneyi"
"rajoids","http://purl.obolibrary.org/obo/VTO_9029052","Rajoidei"
"Dimorphodon macronyx","http://purl.obolibrary.org/obo/VTO_9029104","Dimorphodon macronyx"
"Wawelia","http://purl.obolibrary.org/obo/VTO_9029295","Wawelia gerholdi"
"Ymeria","http://purl.obolibrary.org/obo/VTO_9029302","Ymeria denticulata"
"Eoxenopoides reuningi","http://purl.obolibrary.org/obo/VTO_9029398","Eoxenopoides reuningi"
"Eoxenopoides","http://purl.obolibrary.org/obo/VTO_9029398","Eoxenopoides reuningi"
"Saltenia","http://purl.obolibrary.org/obo/VTO_9029400","Saltenia ibanezi"
"Stagonolepis robertsoni","http://purl.obolibrary.org/obo/VTO_9029450","Stagonolepis robertsoni"
"Fasolasuchus tenax","http://purl.obolibrary.org/obo/VTO_9029452","Fasolasuchus tenax"
"Lotosaurus adentus","http://purl.obolibrary.org/obo/VTO_9029456","Lotosaurus adentus"
"Saurosuchus galilei","http://purl.obolibrary.org/obo/VTO_9029471","Saurosuchus galilei"
"Ticinosuchus ferox","http://purl.obolibrary.org/obo/VTO_9029488","Ticinosuchus ferox"
"Eocaecilia","http://purl.obolibrary.org/obo/VTO_9029498","Eocaecilia micropodia"
"Eocaecilia micropoda","http://purl.obolibrary.org/obo/VTO_9029498","Eocaecilia micropodia"
"Eocaecilia_micropoda","http://purl.obolibrary.org/obo/VTO_9029498","Eocaecilia micropodia"
"Archaeotherium mortoni","http://purl.obolibrary.org/obo/VTO_9029517","Archaeotherium mortoni"
"Sphenosuchus acutus","http://purl.obolibrary.org/obo/VTO_9029620","Sphenosuchus acutus"
"Enchodus petrosus","http://purl.obolibrary.org/obo/VTO_9029645","Enchodus petrosus"
"'""Syntarsus"" k.'","http://purl.obolibrary.org/obo/VTO_9029828","Coelophysis kayentakatae"
"Plateosaurus engelhardti","http://purl.obolibrary.org/obo/VTO_9029845","Plateosaurus engelhardti"
"Polonosuchus silesiacus","http://purl.obolibrary.org/obo/VTO_9029920","Polonosuchus silesiacus"
"Stethacanthus altonensis","http://purl.obolibrary.org/obo/VTO_9029943","Stethacanthus altonensis"
"Notobatrachus_degiustoi","http://purl.obolibrary.org/obo/VTO_9029956","Notobatrachus degiustoi"
"Notobatrachus degiustoi","http://purl.obolibrary.org/obo/VTO_9029956","Notobatrachus degiustoi"
"Vieraella","http://purl.obolibrary.org/obo/VTO_9029979","Vieraella herbstii"
"Vieraella herbstii","http://purl.obolibrary.org/obo/VTO_9029979","Vieraella herbstii"
"Chondrenchelys","http://purl.obolibrary.org/obo/VTO_9029992","Chondrenchelys problematica"
"Harpagofututor volsellorhinus","http://purl.obolibrary.org/obo/VTO_9029996","Harpagofututor volsellorhinus"
"Damocles","http://purl.obolibrary.org/obo/VTO_9030086","Damocles"
"Apheliscus insidiosus","http://purl.obolibrary.org/obo/VTO_9030094","Apheliscus insidiosus"
"Mesophryne","http://purl.obolibrary.org/obo/VTO_9030129","Mesophryne beipiaoensis"
"Cladoselache","http://purl.obolibrary.org/obo/VTO_9030214","Cladoselache clarki"
"Eurycephalella alcinae","http://purl.obolibrary.org/obo/VTO_9030270","Eurycephalella alcinae"
"Arariphrynus placidoi","http://purl.obolibrary.org/obo/VTO_9030272","Arariphrynus placidoi"
"Aetosaurus ferratus","http://purl.obolibrary.org/obo/VTO_9030400","Aetosaurus ferratus"
"Erythrosuchus africanus","http://purl.obolibrary.org/obo/VTO_9030432","Erythrosuchus africanus"
"Loganellia scotica","http://purl.obolibrary.org/obo/VTO_9030572","Loganellia scotica"
"Triadobatrachus","http://purl.obolibrary.org/obo/VTO_9030624","Triadobatrachus massinoti"
"Triadobatrachus massinoti","http://purl.obolibrary.org/obo/VTO_9030624","Triadobatrachus massinoti"
"Triadobatrachus_massinoti","http://purl.obolibrary.org/obo/VTO_9030624","Triadobatrachus massinoti"
"Triadobatrachidae","http://purl.obolibrary.org/obo/VTO_9030627","Triadobatrachidae"
"Prosalirus","http://purl.obolibrary.org/obo/VTO_9030628","Prosalirus bitis"
"Regalerpeton","http://purl.obolibrary.org/obo/VTO_9030659","Regalerpeton weichangensis"
"Macropelobates osborni","http://purl.obolibrary.org/obo/VTO_9030719","Macropelobates osborni"
"Guiyu","http://purl.obolibrary.org/obo/VTO_9030864","Guiyu oneiros"
"Coelurus fragilis","http://purl.obolibrary.org/obo/VTO_9030869","Coelurus fragilis"
"Panphagia","http://purl.obolibrary.org/obo/VTO_9031003","Panphagia protos"
"Pederpes_finneyae","http://purl.obolibrary.org/obo/VTO_9031042","Pederpes finneyae"
"Pederpes finneyae","http://purl.obolibrary.org/obo/VTO_9031042","Pederpes finneyae"
"Pederpes","http://purl.obolibrary.org/obo/VTO_9031042","Pederpes finneyae"
  , "http://purl.obolibrary.org/obo/VTO_9031042","Pederpes finneyae"
"Westlothiana lizziae","http://purl.obolibrary.org/obo/VTO_9031047","Westlothiana lizziae"
"Westlothiana_lizziae","http://purl.obolibrary.org/obo/VTO_9031047","Westlothiana lizziae"
"Westlothiana","http://purl.obolibrary.org/obo/VTO_9031047","Westlothiana lizziae"
  , "http://purl.obolibrary.org/obo/VTO_9031047","Westlothiana lizziae"
"Heterodontosaurus tucki","http://purl.obolibrary.org/obo/VTO_9031057","Heterodontosaurus tucki"
"Baptornis advenus","http://purl.obolibrary.org/obo/VTO_9031101","Baptornis advenus"
"Allosaurus fragilis","http://purl.obolibrary.org/obo/VTO_9031132","Allosaurus fragilis"
"Baurubatrachus","http://purl.obolibrary.org/obo/VTO_9031143","Baurubatrachus pricei"
"Laidleria","http://purl.obolibrary.org/obo/VTO_9031532","Laidleria gracilis"
"Euphanerops","http://purl.obolibrary.org/obo/VTO_9031550","Euphanerops"
"Kenichthys","http://purl.obolibrary.org/obo/VTO_9031588","Kenichthys"
"Didolodus multicuspis","http://purl.obolibrary.org/obo/VTO_9031636","Didolodus multicuspis"
"H. tuberilinguis","http://purl.obolibrary.org/obo/VTO_0004742","Hyperolius tuberilinguis"
"Kassina","http://purl.obolibrary.org/obo/VTO_0004743","Kassina"
"K. maculata","http://purl.obolibrary.org/obo/VTO_0004744","Kassina maculata"
"K. s. argyreivittis","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"K. senegalensis (Form 1)","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"K. s. angeli","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"K. s. uelensis","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"K. s. somalica","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"K. s. deserticola","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"K. s. ovamboensis","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"K. senegalensis","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"K. s. ruandae","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"Kassina senegalensis","http://purl.obolibrary.org/obo/VTO_0004745","Kassina senegalensis"
"Cryptothylax greshofli","http://purl.obolibrary.org/obo/VTO_0004747","Cryptothylax greshoffii"
"Afrixalus","http://purl.obolibrary.org/obo/VTO_0004752","Afrixalus"
"A. fornasinn","http://purl.obolibrary.org/obo/VTO_0004758","Afrixalus fornasini"
"Afrixalus fornasinii","http://purl.obolibrary.org/obo/VTO_0004758","Afrixalus fornasini"
"A. dorsalis","http://purl.obolibrary.org/obo/VTO_0004763","Afrixalus dorsalis"
"Acanthixalus spinosus","http://purl.obolibrary.org/obo/VTO_0004767","Acanthixalus spinosus"
"H. rutenbergi","http://purl.obolibrary.org/obo/VTO_0004771","Heterixalus rutenbergi"
"Heterixalus madagascariensis","http://purl.obolibrary.org/obo/VTO_0004782","Heterixalus madagascariensis"
"Opisthothylax immaculatus","http://purl.obolibrary.org/obo/VTO_0004784","Opisthothylax immaculatus"
"Opisthothylax","http://purl.obolibrary.org/obo/VTO_0004784","Opisthothylax immaculatus"
"K. wealei","http://purl.obolibrary.org/obo/VTO_0004786","Semnodactylus wealii"
"Breviceps mossambicus","http://purl.obolibrary.org/obo/VTO_0004819","Breviceps mossambicus"
"Hemisus marmoratus","http://purl.obolibrary.org/obo/VTO_0004853","Hemisus marmoratus"
"Dyscophus antongilii","http://purl.obolibrary.org/obo/VTO_0004975","Dyscophus antongilii"
"Phrynomantis","http://purl.obolibrary.org/obo/VTO_0004983","Phrynomantis"
"Phrynomantis bifasciatus","http://purl.obolibrary.org/obo/VTO_0004987","Phrynomantis bifasciatus"
"Ramanella variegates","http://purl.obolibrary.org/obo/VTO_0005064","Ramanella variegata"
"Cophixalus cryptotympanum","http://purl.obolibrary.org/obo/VTO_0005157","Cophixalus cryptotympanum"
"Dermatonotus muelleri","http://purl.obolibrary.org/obo/VTO_0005257","Dermatonotus muelleri"
"Cycloramphus fuliginosus","http://purl.obolibrary.org/obo/VTO_0005301","Cycloramphus fuliginosus"
"Cycloramphus boraceiensis","http://purl.obolibrary.org/obo/VTO_0005304","Cycloramphus boraceiensis"
"Rhinoderma","http://purl.obolibrary.org/obo/VTO_0005305","Rhinoderma"
"Rhiderma darwinii","http://purl.obolibrary.org/obo/VTO_0005306","Rhinoderma darwinii"
"Zachaenus parvulus","http://purl.obolibrary.org/obo/VTO_0005308","Zachaenus parvulus"
"Eupsophus calcaratus","http://purl.obolibrary.org/obo/VTO_0005317","Eupsophus calcaratus"
"Eupsophus roseus","http://purl.obolibrary.org/obo/VTO_0005321","Eupsophus roseus"
"Proceratophrys boiei","http://purl.obolibrary.org/obo/VTO_0005328","Proceratophrys boiei"
"Alsodes gargola","http://purl.obolibrary.org/obo/VTO_0005349","Alsodes gargola"
"Odontophrynus","http://purl.obolibrary.org/obo/VTO_0005364","Odontophrynus"
"Odontophrynus americanus","http://purl.obolibrary.org/obo/VTO_0005367","Odontophrynus americanus"
"Thoropa miliaris","http://purl.obolibrary.org/obo/VTO_0005372","Thoropa miliaris"
"Allophryne","http://purl.obolibrary.org/obo/VTO_0005511","Allophryne"
"Allophryne ruthveni","http://purl.obolibrary.org/obo/VTO_0005513","Allophryne ruthveni"
