 "matrix_taxon" , "vto" , "vto_label" , "collection" , "catNum" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "12875" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "13112" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "13649" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "14018" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "14021" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "14024" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "18926" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "18963" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "19203" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "19204" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "19205" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "18964" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "19209" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "19291" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "19292" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "19293" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "AMNH" , "10345" ,
 "Dastilbe longatus" , "http://purl.obolibrary.org/obo/VTO_0066280" , "Dastilbe elongatus" , "BMNH" , "P.57626" ,
 "Dastilbe longatus" , "http://purl.obolibrary.org/obo/VTO_0066280" , "Dastilbe elongatus" , "BMNH" , "P.61564" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "P31898" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "P51778" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "P54331" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "P54673" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "P54674" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "P54676" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "P54677" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "P54678" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "BMNH" , "62748" ,
 "Gonorynchus sp." , "http://purl.obolibrary.org/obo/VTO_0066288" , "Gonorynchus sp. (Grande and Poyato-Ariza 1999)" , "CAS" , "60742" ,
 "Gonorynchus sp." , "http://purl.obolibrary.org/obo/VTO_0066288" , "Gonorynchus sp. (Grande and Poyato-Ariza 1999)" , "CAS" , "60743" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "FMNH" , "10728" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "FMNH" , "10736" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "FMNH" , "10738" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "FMNH" , "11837" ,
 "Charitosomus major" , "http://purl.obolibrary.org/obo/VTO_0066299" , "Charitosomus major" , "FMNH" , "690" ,
 "Charitosomus major" , "http://purl.obolibrary.org/obo/VTO_0066299" , "Charitosomus major" , "FMNH" , "2019" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "MNHN" , "62" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "MNHN" , "64" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "MNHN" , "88" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "MNHN" , "213" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "MNHN" , "216/LE415" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "MNHN" , "233" ,
 "Tharrhias araripis" , "http://purl.obolibrary.org/obo/VTO_0066285" , "Tharrhias araripis" , "MNHN" , "337" ,
 "Gonorynchus mosleyi" , "http://purl.obolibrary.org/obo/VTO_0066289" , "Gonorynchus moseleyi" , "SU" , "23239" ,
 "Cimolichthys nephaholica" , "http://purl.obolibrary.org/obo/VTO_9006751" , "Cimolichthys nepaholica" , "KUVP" , "53" ,
 "Cimolichthys nephaholica" , "http://purl.obolibrary.org/obo/VTO_9006751" , "Cimolichthys nepaholica" , "KUVP" , "12095" ,
 "Cimolichthys nephaholica" , "http://purl.obolibrary.org/obo/VTO_9006751" , "Cimolichthys nepaholica" , "KUVP" , "49524" ,
 "Cimolichthys" , "http://purl.obolibrary.org/obo/VTO_9031435" , "Cimolichthys" , "KUVP" , "12007" ,
 "Cimolichthys" , "http://purl.obolibrary.org/obo/VTO_9031435" , "Cimolichthys" , "KUVP" , "60608" ,
 "Otocinclus maculicauda" , "http://purl.obolibrary.org/obo/VTO_0037012" , "Parotocinclus maculicauda" , "CAS" , "36946" ,
 "Otocinclus vittatus" , "http://purl.obolibrary.org/obo/VTO_0036987" , "Otocinclus vittatus" , "FMNH" , "71332" ,
 "Oxyropsis carinatum" , "http://purl.obolibrary.org/obo/VTO_0036999" , "Oxyropsis carinata" , "FMNH" , "69962" ,
 "Schizolecis guntheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "MCP" , "10704" ,
 "Schizolecis guntheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "MCP" , "10991" ,
 "Schizolecis guntheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "MCP" , "12242" ,
 "Schizolecis guntheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "MCP" , "12183" ,
 "Schizolecis guntheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "MCP" , "12198" ,
 "Microlepidogaster perforatus" , "http://purl.obolibrary.org/obo/VTO_0037045" , "Microlepidogaster perforatus" , "MCZ" , "52133" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9593" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9596a" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9596b" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9599a" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9599b" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9602" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9605" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9607" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9609a" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9609b" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9610" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9613" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9614" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9616" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9617" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9619" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9622" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9624" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9625" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9633" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9635" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9638" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9641" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9642" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9644a" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9644b" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9653" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9654a" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9654b" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9658" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9660" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9664" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9665" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9666" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9667" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9672" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9676" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9681" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9683" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9684" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9686" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9734" ,
 "Llankibatrachus" , "http://purl.obolibrary.org/obo/VTO_9002430" , "Llankibatrachus truebae" , "SAM" , "PK-K9994" ,
 "Schizolecis guentheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "UFRJ" , "0311" ,
 "Schizolecis guentheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "UFRJ" , "2005" ,
 "Parotocinclus maculicauda" , "http://purl.obolibrary.org/obo/VTO_0037012" , "Parotocinclus maculicauda" , "UFRJ" , "0883" ,
 "Pareiorhina rudolphi" , "http://purl.obolibrary.org/obo/VTO_0037162" , "Pareiorhina rudolphi" , "UFRJ" , "0549" ,
 "Pareiorhina rudolphi" , "http://purl.obolibrary.org/obo/VTO_0037162" , "Pareiorhina rudolphi" , "UFRJ" , "0663" ,
 "Pareiorhina rudolphi" , "http://purl.obolibrary.org/obo/VTO_0037162" , "Pareiorhina rudolphi" , "UFRJ" , "0675" ,
 "Kronichthys sp." , "http://purl.obolibrary.org/obo/VTO_0037176" , "Kronichthys" , "UFRJ" , "0858" ,
 "Kronichthys sp." , "http://purl.obolibrary.org/obo/VTO_0037176" , "Kronichthys" , "UFRJ" , "2150" ,
 "Kronichthys sp." , "http://purl.obolibrary.org/obo/VTO_0037176" , "Kronichthys" , "UFRJ" , "3985" ,
 "Microlepidogaster laevior" , "http://purl.obolibrary.org/obo/VTO_0036938" , "Hisonotus laevior" , "UMMZ" , "143298" ,
 "Otocinclus nigricauda" , "http://purl.obolibrary.org/obo/VTO_0036948" , "Hisonotus nigricauda" , "UMMZ" , "206924" ,
 "Otocinclus nigricauda" , "http://purl.obolibrary.org/obo/VTO_0036948" , "Hisonotus nigricauda" , "USNM" , "177537" ,
 "Pseudotocinclus tietensis" , "http://purl.obolibrary.org/obo/VTO_0036978" , "Pseudotocinclus tietensis" , "USNM" , "300901" ,
 "Pseudotocinclus tietensis" , "http://purl.obolibrary.org/obo/VTO_0036978" , "Pseudotocinclus tietensis" , "USNM" , "301098" ,
 "Otocinclus vestitus" , "http://purl.obolibrary.org/obo/VTO_0036992" , "Otocinclus vestitus" , "USNM" , "263867" ,
 "Schizolecis guntheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "USNM" , "292034" ,
 "Schizolecis guntheri" , "http://purl.obolibrary.org/obo/VTO_0037002" , "Schizolecis guntheri" , "USNM" , "300908" ,
 "Diplocaulus magnicornis" , "http://purl.obolibrary.org/obo/VTO_9003389" , "Diplocaulus magnicornis" , "UMMP" , "3852" ,
 "Synaptolaemus cingulatus" , "http://purl.obolibrary.org/obo/VTO_0064817" , "Synaptolaemus cingulatus" , "AMNH" , "91095" ,
 "Phago intermedius" , "http://purl.obolibrary.org/obo/VTO_0064862" , "Phago intermedius" , "AMNH" , "6289" ,
 "Distichodus sp." , "http://purl.obolibrary.org/obo/VTO_0064876" , "Distichodus sp. (de Pinna 1993)" , "AMNH" , "21832" ,
 "Schizodon scotorhabdotus" , "http://purl.obolibrary.org/obo/VTO_0064823" , "Schizodon scotorhabdotus" , "ANSP" , "165480" ,
 "Schizodon scotorhabdotus" , "http://purl.obolibrary.org/obo/VTO_0064823" , "Schizodon scotorhabdotus" , "ANSP" , "182897" ,
 "Schizodon isognathus" , "http://purl.obolibrary.org/obo/VTO_0064829" , "Schizodon isognathus" , "ANSP" , "53825" ,
 "Scopaeocharax rhinodus" , "http://purl.obolibrary.org/obo/VTO_0065005" , "Scopaeocharax rhinodus" , "ANSP" , "78711" ,
 "Scopaeocharax rhinodus" , "http://purl.obolibrary.org/obo/VTO_0065005" , "Scopaeocharax rhinodus" , "ANSP" , "78707" ,
 "Scopaeocharax rhinodus" , "http://purl.obolibrary.org/obo/VTO_0065005" , "Scopaeocharax rhinodus" , "ANSP" , "78712" ,
 "Scopaeocharax rhinodus" , "http://purl.obolibrary.org/obo/VTO_0065005" , "Scopaeocharax rhinodus" , "ANSP" , "78713" ,
 "Scopaeocharax atopodus" , "http://purl.obolibrary.org/obo/VTO_0065006" , "Scopaeocharax atopodus" , "ANSP" , "78717" ,
 "Scopaeocharax atopodus" , "http://purl.obolibrary.org/obo/VTO_0065006" , "Scopaeocharax atopodus" , "ANSP" , "78714" ,
 "Scopaeocharax atopodus" , "http://purl.obolibrary.org/obo/VTO_0065006" , "Scopaeocharax atopodus" , "ANSP" , "78715" ,
 "Monotocheirodon pearsoni" , "http://purl.obolibrary.org/obo/VTO_0065002" , "Monotocheirodon pearsoni" , "CAS" , "59792" ,
 "Grundulus bogotensis" , "http://purl.obolibrary.org/obo/VTO_0065056" , "Grundulus bogotensis" , "CAS-IU" , "12844" ,
 "Abramites hypselonotus" , "http://purl.obolibrary.org/obo/VTO_0064719" , "Abramites hypselonotus" , "FMNH" , "97711" ,
 "Abramites hypselonotus" , "http://purl.obolibrary.org/obo/VTO_0064719" , "Abramites hypselonotus" , "FMNH" , "106574" ,
 "Leporinus falcipinnis" , "http://purl.obolibrary.org/obo/VTO_0064744" , "Leporinus falcipinnis" , "FMNH" , "104000" ,
 "Leporinus cf. niceforoi" , "http://purl.obolibrary.org/obo/VTO_0064748" , "Leporinus cf. niceforoi (Sidlauskas and Vari 2008)" , "FMNH" , "102150" ,
 "Leporinus agassizi" , "http://purl.obolibrary.org/obo/VTO_0064760" , "Leporinus agassizii" , "FMNH" , "102219" ,
 "Leporinus cf. fasciatus" , "http://purl.obolibrary.org/obo/VTO_0064769" , "Leporinus cf. fasciatus (Sidlauskas and Vari 2008)" , "FMNH" , "103450" ,
 "Leporinus cf. ecuadorensis" , "http://purl.obolibrary.org/obo/VTO_0064795" , "Leporinus cf. ecuadorensis (Sidlauskas and Vari 2008)" , "FMNH" , "102198" ,
 "Leporinus cf. ecuadorensis" , "http://purl.obolibrary.org/obo/VTO_0064795" , "Leporinus cf. ecuadorensis (Sidlauskas and Vari 2008)" , "FMNH" , "102160" ,
 "Leporinus cf. ecuadorensis" , "http://purl.obolibrary.org/obo/VTO_0064795" , "Leporinus cf. ecuadorensis (Sidlauskas and Vari 2008)" , "FMNH" , "100354" ,
 "Leporinus ortomaculatus" , "http://purl.obolibrary.org/obo/VTO_0064800" , "Leporinus ortomaculatus" , "FMNH" , "109896" ,
 "Laemolyta taeniata" , "http://purl.obolibrary.org/obo/VTO_0064806" , "Laemolyta taeniata" , "FMNH" , "103866" ,
 "Laemolyta garmani" , "http://purl.obolibrary.org/obo/VTO_0064809" , "Laemolyta garmani" , "FMNH" , "92498" ,
 "Rhytiodus lauzannei" , "http://purl.obolibrary.org/obo/VTO_0064814" , "Rhytiodus lauzannei" , "FMNH" , "96132" ,
 "Synaptolaemus cingulatus" , "http://purl.obolibrary.org/obo/VTO_0064817" , "Synaptolaemus cingulatus" , "FMNH" , "103445" ,
 "Schizodon scotorhabdotus" , "http://purl.obolibrary.org/obo/VTO_0064823" , "Schizodon scotorhabdotus" , "FMNH" , "104024" ,
 "Beryx splendens" , "http://purl.obolibrary.org/obo/VTO_0056231" , "Beryx splendens" , "AMNH" , "95743" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "AMNH" , "29455" ,
 "Oreosoma atlanticum" , "http://purl.obolibrary.org/obo/VTO_0056363" , "Oreosoma atlanticum" , "AMNH" , "99737" ,
 "Hygophum macrochir" , "http://purl.obolibrary.org/obo/VTO_0057410" , "Hygophum macrochir" , "AMNH" , "25019" ,
 "Zeus faber" , "http://purl.obolibrary.org/obo/VTO_0056354" , "Zeus faber" , "AMS" , "NI1090" ,
 "Oreosoma atlanticum" , "http://purl.obolibrary.org/obo/VTO_0056363" , "Oreosoma atlanticum" , "AMS" , "1.21370034" ,
 "Oreosoma atlanticum" , "http://purl.obolibrary.org/obo/VTO_0056363" , "Oreosoma atlanticum" , "AMS" , "1.25127008" ,
 "Oreosoma atlanticum" , "http://purl.obolibrary.org/obo/VTO_0056363" , "Oreosoma atlanticum" , "AMS" , "1.25933013" ,
 "Metavelifer" , "http://purl.obolibrary.org/obo/VTO_0057235" , "Metavelifer" , "BPBM" , "23953" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "CAS" , "38403" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "CAS" , "38406" ,
 "Paralepis atlantica" , "http://purl.obolibrary.org/obo/VTO_0057503" , "Magnisudis atlantica" , "CAS" , "808" ,
 "Paralepis atlantica" , "http://purl.obolibrary.org/obo/VTO_0057503" , "Magnisudis atlantica" , "CAS" , "37550941" ,
 "Pollachius virens" , "http://purl.obolibrary.org/obo/VTO_0056604" , "Pollachius virens" , "KU" , "Uncat." ,
 "Merluccius bilinearis" , "http://purl.obolibrary.org/obo/VTO_0056793" , "Merluccius bilinearis" , "KU" , "Uncat." ,
 "Opsanus tau" , "http://purl.obolibrary.org/obo/VTO_0057008" , "Opsanus tau" , "KU" , "22948" ,
 "Myctophum crenularis" , "http://purl.obolibrary.org/obo/VTO_0057444" , "Tarletonbeania crenularis" , "KU" , "12778" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "MCZ" , "57872" ,
 "Lampris guttatus" , "http://purl.obolibrary.org/obo/VTO_0057245" , "Lampris guttatus" , "MCZ" , "255173" ,
 "Zeugopterus punctatus" , "http://purl.obolibrary.org/obo/VTO_0055804" , "Zeugopterus punctatus" , "MNHN" , "1974-274" ,
 "Plectocretacicus clarae" , "http://purl.obolibrary.org/obo/VTO_0069841" , "Plectocretacicus clarae" , "MSNVR" , "SL. 1 and 2 (holotype)" ,
 "Plectocretacicus clarae" , "http://purl.obolibrary.org/obo/VTO_0069841" , "Plectocretacicus clarae" , "MSNVR" , "1374 and 1376" ,
 "Cretatriacanthus guidottii" , "http://purl.obolibrary.org/obo/VTO_0070135" , "Cretatriacanthus guidottii" , "MSNVR" , "1377 (holotype)" ,
 "Lampris guttatus" , "http://purl.obolibrary.org/obo/VTO_0057245" , "Lampris guttatus" , "SIO" , "82-70" ,
 "Mugil cephalus" , "http://purl.obolibrary.org/obo/VTO_0054057" , "Mugil cephalus" , "USNM" , "156159" ,
 "Elassoma zonatum" , "http://purl.obolibrary.org/obo/VTO_0054069" , "Elassoma zonatum" , "USNM" , "230627" ,
 "Gambusia vittata" , "http://purl.obolibrary.org/obo/VTO_0054286" , "Gambusia vittata" , "USNM" , "206285" ,
 "Atherinomorus stipes" , "http://purl.obolibrary.org/obo/VTO_0055575" , "Atherinomorus stipes" , "USNM" , "uncatalogued" ,
 "Plectrypops lima" , "http://purl.obolibrary.org/obo/VTO_0056193" , "Plectrypops lima" , "USNM" , "288860" ,
 "Plectrypops lima" , "http://purl.obolibrary.org/obo/VTO_0056193" , "Plectrypops lima" , "USNM" , "334646" ,
 "Sargocentron punctatissimum" , "http://purl.obolibrary.org/obo/VTO_0056199" , "Sargocentron punctatissimum" , "USNM" , "259019" ,
 "Sargocentron punctatissimum" , "http://purl.obolibrary.org/obo/VTO_0056199" , "Sargocentron punctatissimum" , "USNM" , "269081" ,
 "Synodus variegatus" , "http://purl.obolibrary.org/obo/VTO_0056213" , "Sargocentron tiere" , "USNM" , "315318" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "USNM" , "320013" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "USNM" , "320015" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "USNM" , "320016" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "USNM" , "uncataloged" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "USNM" , "328266" ,
 "Zeus faber" , "http://purl.obolibrary.org/obo/VTO_0056354" , "Zeus faber" , "USNM" , "307842" ,
 "Pollachius virens" , "http://purl.obolibrary.org/obo/VTO_0056604" , "Pollachius virens" , "USNM" , "187248" ,
 "Merluccius bilinearis" , "http://purl.obolibrary.org/obo/VTO_0056793" , "Merluccius bilinearis" , "USNM" , "239843" ,
 "Percopsis omiscomaycus" , "http://purl.obolibrary.org/obo/VTO_0056950" , "Percopsis omiscomaycus" , "USNM" , "179711" ,
 "Aphredoderus sayanus" , "http://purl.obolibrary.org/obo/VTO_0056956" , "Aphredoderus sayanus" , "USNM" , "217374" ,
 "Opsanus tau" , "http://purl.obolibrary.org/obo/VTO_0057008" , "Opsanus tau" , "USNM" , "118326" ,
 "Petrotyx sanguineus" , "http://purl.obolibrary.org/obo/VTO_0057107" , "Petrotyx sanguineus" , "USNM" , "327557" ,
 "Lampris guttatus" , "http://purl.obolibrary.org/obo/VTO_0057245" , "Lampris guttatus" , "USNM" , "357482" ,
 "Neoscopelus macrolepidotus" , "http://purl.obolibrary.org/obo/VTO_0057258" , "Neoscopelus macrolepidotus" , "USNM" , "188056" ,
 "Neoscopelus macrolepidotus" , "http://purl.obolibrary.org/obo/VTO_0057258" , "Neoscopelus macrolepidotus" , "USNM" , "317160" ,
 "Paralepis coregonoides" , "http://purl.obolibrary.org/obo/VTO_0057501" , "Paralepis coregonoides" , "USNM" , "196098" ,
 "Paralepis coregonoides" , "http://purl.obolibrary.org/obo/VTO_0057501" , "Paralepis coregonoides" , "USNM" , "290253" ,
 "Arctozenus rissoi" , "http://purl.obolibrary.org/obo/VTO_0057508" , "Arctozenus risso" , "USNM" , "302410" ,
 "Arctozenus rissoi" , "http://purl.obolibrary.org/obo/VTO_0057508" , "Arctozenus risso" , "USNM" , "283485" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "YPM" , "(BOC) 517" ,
 "Xenolepidichthys dalgleishi" , "http://purl.obolibrary.org/obo/VTO_0056335" , "Xenolepidichthys dalgleishi" , "YPM" , "(BOC) 518" ,
