Valid Taxon,Valid Taxon label,sesamoid bone of manus,carpal bone,metacarpal bone,humerus,ulna,radius bone,centrale (fore),ulnare,phalanx of manus,intermedium,radiale
VTO:0002636,Spea hammondii,?,1,?,1,?,?,?,1,?,?,?
VTO:0002790,Rana pipiens,0,1,1,1,?,?,?,?,1,?,?
VTO:9030270,Eurycephalella alcinae,?,1,?,?,?,?,?,1,1,?,?
VTO:0083113,Paracassina kounhiensis,1,1,?,?,?,?,?,?,1,?,?
VTO:0012274,Oryctolagus cuniculus,1,1,1,1,1,1,?,?,1,?,?
VTO:9001060,Urocordylus wandesfordii,?,0,1,1,1,1,0,0,?,0,0
VTO:9003293,Seymouria baylorensis,?,1 and 0,?,1,1,1,0,0,?,0,0
VTO:0003375,Pyxicephalus adspersus,0,1,1,1,?,?,?,1,1,?,?
VTO:0084008,Callulops doriae,?,1,?,?,?,?,?,1,1,?,?
VTO:0003371,Aubria subsigillata,0,1,1,1,?,?,?,1,1,?,?
VTO:9010144,Edaphosaurus,?,1,?,1,1,1,1,?,?,?,?
VTO:9010139,Dimetrodon,?,1,1,1,?,1,1,1,?,?,?
VTO:0007889,Ichthyophiidae,?,?,?,0,0,0,?,?,0,?,?
VTO:0002482,Xenopus wittei,?,1,?,1,?,?,?,1,?,?,?
VTO:0002635,Spea multiplicata,?,1,?,1,?,?,?,1,?,?,?
VTO:0002639,Pelobates,?,1,?,1,1,1,?,1,1,?,?
VTO:9030400,Aetosaurus ferratus,?,1,1,1,1,1,?,1,1,?,?
VTO:0003364,Conraua,?,1,?,?,?,?,?,1,1,?,?
VTO:9029845,Plateosaurus engelhardti,?,1,1,1,1,1,0,1,1,?,?
VTO:0002638,Spea intermontana,?,1,?,1,?,?,?,1,?,?,?
VTO:9030272,Arariphrynus placidoi,?,1,?,?,?,?,?,1,?,?,?
VTO:0003367,Conraua crassipes,0,1,1,1,?,?,?,1,1,?,?
VTO:9017322,Mastodonsauridae,?,?,?,1,?,?,?,?,?,?,?
VTO:0002634,Spea,?,1,?,1,?,?,?,1,1,?,?
VTO:9046489,Hynerpeton bassetti,?,1,?,?,?,1,?,1,?,?,?
VTO:0002856,Amolops ricketti,0,1,1,1,?,?,?,?,1,?,?
VTO:0003373,Pyxicephalus edulis,0,1,1,?,?,?,?,?,1,?,?
VTO:0004569,Telmatobufo,?,1,?,?,?,?,?,1,1,?,?
VTO:9028135,Confuciusornis sanctus,?,1,1,1,1,1,?,1,1,1,?
VTO:9029488,Ticinosuchus ferox,?,1,1,1,1,1,0,1,1,?,?
VTO:0002210,Anura,?,1,?,1,1,1,1,1,?,?,1
VTO:9000666,Brachydectes,?,0,?,1,1,1,0,0,?,0,0
VTO:0002637,Spea bombifrons,?,1,?,1,?,?,?,1,1,?,?
VTO:0003366,Conraua goliath,0,1,1,?,?,?,?,?,1,?,?
VTO:9017456,Archeria,?,?,1,1,1,1,?,?,?,?,?
VTO:9025078,Longosuchus meadei,?,1,1,1,1,1,0,1,1,?,?
VTO:0002590,Xenophrys aceras,?,1,?,1,?,?,?,1,?,?,?
VTO:0003965,Guibemantis liber,?,1,1,?,?,?,?,1,1,?,?
VTO:0009590,Nycteris thebaica,1,1,1,1,1,1,?,?,?,?,?
VTO:9000719,Platyrhinops lyelli,?,0,?,1,1,1,0,0,?,0,0
VTO:0007337,Melanophryniscus stelzneri,?,1,?,?,?,?,?,1,1,?,?
VTO:0008725,Manis pentadactyla,1,1,1,1,1,1,?,?,1,?,?
VTO:9004123,Archaeorhynchus spathula,?,1,1,1,1,1,?,?,1,1,?
VTO:0007428,Rhinella atacamensis,?,?,?,?,?,?,?,?,1,?,?
VTO:9000671,Balanerpeton woodi,?,1,1,1,1,1,?,?,?,?,?
VTO:9005643,Velociraptor mongoliensis,?,1,1,1,1,1,0,1,1,?,?
VTO:0010969,Lama glama,1,1,1,1,1,1,?,?,1,?,?
VTO:0007645,Leptodactylus bufonius,1,1,?,?,?,?,?,1,1,?,?
VTO:9020299,Terrestrisuchus gracilis,?,1,1,1,1,1,0,1,1,?,?
VTO:9032047,Protopteryx fengningensis,?,1,1,1,1,1,?,?,1,1,?
VTO:9010863,Carodnia vieirai,1,1,1,1,1,1,?,?,1,?,?
VTO:0011065,Bos taurus,1,1,1,1,1,1,?,?,1,?,?
VTO:0005540,Oreobates quixensis,1,1,1,?,?,?,?,?,?,?,?
VTO:0083486,Leptodactylus latrans,?,1,?,?,?,?,?,1,1,?,?
VTO:0005301,Cycloramphus fuliginosus,1,1,1,?,?,?,?,?,?,?,?
VTO:9000203,Poposaurus gracilis,?,1,1,1,1,1,0,1,1,?,?
VTO:0010811,Felis silvestris,1,1,1,1,1,1,?,?,1,?,?
VTO:0083114,Paracassina obscura,1,1,?,?,?,?,?,?,1,?,?
VTO:0006445,Litoria lesueurii,?,1,?,?,?,?,?,1,1,?,?
VTO:9004696,Sauropodiformes,?,?,1,?,?,?,?,?,1,?,?
VTO:0002488,Hymenochirus boettgeri,?,1,?,1,?,?,?,1,1,?,?
VTO:9029041,Onychonycteris finneyi,?,1,1,1,1,1,?,?,1,?,?
VTO:0007644,Leptodactylus chaquensis,?,1,?,?,?,?,?,1,1,?,?
VTO:0003422,Tomopterna marmorata,0,?,1,1,?,?,?,?,1,?,?
VTO:0011620,Galeopterus variegatus,1,1,1,1,1,1,?,?,1,?,?
VTO:9007897,Eoraptor lunensis,?,1,1,1,1,1,0,1,1,?,?
VTO:0015584,Tachyglossus aculeatus,1,1,1,1,1,1,?,?,1,?,?
VTO:9031057,Heterodontosaurus tucki,?,1,1,1,1,1,?,1,1,?,?
VTO:0002729,Rana temporaria,?,1,?,?,?,?,?,1,1,?,?
VTO:0003942,Buergeria japonica,?,1,1,?,?,?,?,?,?,?,?
VTO:0007750,Lepidobatrachus,?,1,?,?,?,?,?,1,1,?,?
VTO:0002659,Bombina variegata,?,1,?,1,?,?,?,1,1,?,?
VTO:0006528,Phyllomedusa sauvagii,?,1,?,?,?,?,?,1,1,?,?
VTO:9006500,Batrachotomus kupferzellensis,?,?,?,1,1,1,?,?,?,?,?
VTO:0082180,Phrynobatrachus sulfureogularis,?,1,?,?,?,?,?,1,1,?,?
VTO:9016319,Limenavis patagonica,?,1,1,1,1,?,?,?,1,1,?
VTO:0008138,Trichechus manatus,?,1,1,1,1,1,?,?,1,?,?
VTO:0007751,Lepidobatrachus laevis,?,1,?,?,?,?,?,1,1,?,?
VTO:0004304,Mantella aurantiaca,?,1,1,1,?,?,?,?,1,?,?
VTO:9028138,Confuciusornis dui,?,1,1,1,1,1,?,?,1,1,?
VTO:0082948,Anhydrophryne hewitti,0,1,1,1,?,?,?,?,1,?,?
VTO:0082861,Leptodactylodon ventrimarmoratus,1,1,1,1,?,?,?,?,1,?,?
VTO:9004239,Cardiocephalus peabodyi,?,1,?,1,?,1,?,?,?,?,?
VTO:9015174,Thomashuxleya,1,1,1,1,1,1,?,?,1,?,?
VTO:9007710,Hesperosuchus,?,1,1,1,1,1,0,1,1,?,?
VTO:0083482,Lepidobatrachus llanensis,?,1,?,?,?,?,?,1,1,?,?
VTO:9008241,Tropidosuchus romeri,?,?,?,1,?,?,0,?,?,?,?
VTO:9005238,Zhangheotherium quinquecuspidens,1,1,1,1,1,1,?,?,1,?,?
VTO:9032270,Postosuchus alisonae,?,1,1,1,1,1,0,1,1,?,?
VTO:0008268,Loxodonta africana,1,1,1,1,1,1,?,?,1,?,?
VTO:0015581,Ornithorhynchus anatinus,1,1,1,1,1,1,?,?,1,?,?
VTO:0004086,Mantidactylus femoralis,0,1,1,1,?,?,?,?,1,?,?
VTO:0011618,Cynocephalus volans,1,1,1,1,1,1,?,?,1,?,?
VTO:0007754,Hemiphractus,?,1,?,?,?,?,?,1,1,?,?
VTO:0004624,Arthroleptis stenodactylus,1,1,1,1,?,?,?,?,1,?,?
VTO:0002858,Hylarana,?,1,?,?,?,?,?,1,1,?,?
VTO:9009130,Daspletosaurus torosus,?,?,1,1,1,?,?,?,1,?,?
VTO:0002655,Bombina,?,1,?,1,1,1,?,1,1,?,?
VTO:9016235,Leptictis dakotensis,?,1,1,1,1,1,?,?,?,?,?
VTO:0007335,Melanophryniscus rubriventris,?,1,?,?,?,?,?,1,1,?,?
VTO:0005904,Allobates talamancae,1,1,1,?,?,?,?,?,?,?,?
VTO:0004602,Arthroleptis,1,1,?,?,?,?,?,1,1,?,?
VTO:9022461,Archaeopteryx lithographica,?,1,1,1,1,1,?,?,1,1,?
VTO:0082944,Nothophryne broadleyi,0 and 1,1,1,1,?,?,?,?,1,?,?
VTO:9024844,Saturnalia tupiniquim,?,?,?,1,1,1,0,?,?,?,?
VTO:9031738,Efraasia minor,?,1,1,1,1,1,0,1,1,?,?
VTO:9018113,Henkelotherium guimarotae,?,1,1,1,1,1,?,?,1,?,?
VTO:9033166,Phenacodus intermedius,1,1,1,1,1,1,?,?,1,?,?
VTO:0003504,Phrynobatrachus plicatus,1,1,1,1,?,?,?,?,1,?,?
VTO:9001958,Mesenosaurus romeri,?,1,1,1,?,1,1,1,?,?,?
VTO:0005308,Zachaenus parvulus,1,1,1,?,?,?,?,?,?,?,?
VTO:0005372,Thoropa miliaris,?,1,?,?,?,?,?,1,1,?,?
VTO:0007705,Batrachyla antartandica,?,1,1,?,?,?,?,?,?,?,?
VTO:9020735,Protosuchus richardsoni,?,1,1,1,1,1,0,1,1,?,?
VTO:0004758,Afrixalus fornasini,1,1,1,1,?,?,?,?,1,?,?
VTO:0007620,Leptodactylus,1,1,?,?,?,?,?,1,1,?,?
VTO:0006656,Hypsiboas riojanus,?,1,?,?,?,?,?,1,1,?,?
VTO:0004605,Arthroleptis schubotzi,1,1,?,?,?,?,?,1,1,?,?
VTO:0003432,Tomopterna tandyi,0,?,1,1,?,?,?,?,1,?,?
VTO:9028514,Phlegethontia linearis,?,?,?,?,?,?,?,?,0,?,?
VTO:9031101,Baptornis advenus,?,?,?,1,1,1,?,?,1,?,?
VTO:0004983,Phrynomantis,?,1,?,?,?,?,?,1,1,?,?
VTO:0004739,Hyperolius kivuensis,?,1,?,?,?,?,?,1,1,?,?
VTO:0003520,Phrynobatrachus acridoides,0,1,1,1,?,?,?,?,1,?,?
VTO:9013826,Gansus yumenensis,?,1,1,1,1,1,?,?,1,1,?
VTO:0007744,Ceratophrys,?,1,?,?,?,?,?,1,1,?,?
VTO:0082975,Kassina kuvangensis,1,1,?,?,?,?,?,?,1,?,?
VTO:0004722,Hyperolius castaneus,?,1,?,?,?,?,?,1,1,?,?
VTO:9033866,Vulpavus profectus,1,1,1,1,1,1,?,?,1,?,?
VTO:0003500,Phrynobatrachus natalensis,0,1,1,1,?,?,?,?,1,?,?
VTO:9011335,Rhizodonta,?,1,?,?,1,?,?,1,?,?,?
VTO:0082974,Kassina decorata,1,1,?,?,?,?,?,?,1,?,?
VTO:9022464,Maniraptora,?,?,1,1,1,?,?,?,1,?,?
VTO:0007745,Ceratophrys cranwelli,?,1,?,?,?,?,?,1,1,?,?
VTO:0004604,Arthroleptis sylvaticus,1,1,1,1,?,?,?,1,1,?,?
VTO:9034147,Jinzhouornis zhangjiyingia,?,1,1,1,1,1,?,?,1,1,?
VTO:9004112,Proterogyrinus scheelei,?,0,1,1,1,1,0,0,?,0,0
VTO:0082973,Kassina maculifer,1,1,?,?,?,?,?,?,1,?,?
VTO:9021333,Adelospondylus,?,0,0,0,0,0,0,0,0,0,0
VTO:0007762,Flectonotus fitzgeraldi,?,1,?,?,?,?,?,1,1,?,?
VTO:0005064,Ramanella variegata,?,1,1,?,?,?,?,?,?,?,?
VTO:0004853,Hemisus marmoratus,1,1,1,1,?,?,?,?,1,?,?
VTO:0005367,Odontophrynus americanus,?,1,?,?,?,?,?,1,1,?,?
VTO:0002607,Megophrys,?,1,?,1,1,1,?,1,1,?,?
VTO:9005336,Ophiacodon,?,1,1,1,1,1,1,1,?,?,?
VTO:0002695,Batrachylodes vertebralis,0,1,1,1,?,?,?,?,1,?,?
VTO:0004987,Phrynomantis bifasciatus,0,1,1,1,?,?,?,1,1,?,?
VTO:0007748,Ceratophrys ornata,?,1,?,?,?,?,?,1,1,?,?
VTO:9034278,Jixiangornis orientalis,?,?,1,1,1,1,?,?,1,?,?
VTO:9001618,Moeritherium lyonsi,?,?,?,1,1,?,?,?,?,?,?
VTO:9009249,Herrerasaurus ischigualastensis,?,1,1,1,1,1,0,1,1,?,?
VTO:0007760,Flectonotus,?,1,?,?,?,?,?,1,1,?,?
VTO:0006418,Litoria infrafrenata,?,1,?,?,?,?,?,1,1,?,?
VTO:0002418,Xenopus,?,1,1,1,1,1,?,1,1,?,?
VTO:0005803,Physalaemus,?,1,?,?,?,?,?,1,1,?,?
VTO:0082841,Arthroleptis phrynoides,1,1,?,?,?,?,?,1,1,?,?
VTO:9034144,Zhongjianornis yangi,?,1,1,1,1,1,?,?,1,1,?
VTO:9009115,Dilophosaurus wetherilli,?,1,1,1,1,1,0,?,1,?,?
VTO:0005364,Odontophrynus,?,1,?,?,?,?,?,1,1,?,?
VTO:0003865,Philautus surdus,0,1,1,1,?,?,?,?,1,?,?
VTO:9004865,Ichthyornis dispar,?,1,1,1,1,1,?,?,1,1,?
VTO:9013415,Sinopa rapax,?,1,1,1,1,1,?,?,1,?,?
VTO:0082912,Cardioglossa escalerae,1,1,1,1,?,?,?,?,1,?,?
VTO:9025659,Eudimorphodon ranzii,?,1,1,1,1,1,0,1,1,?,?
VTO:9026542,Sapeornis chaoyangensis,?,1,1,1,1,1,?,?,1,1,?
VTO:9029398,Eoxenopoides reuningi,?,?,1,?,?,?,?,?,?,?,?
VTO:9016899,Micromelerpetontidae,?,0,?,1,?,1,0,0,?,0,0
VTO:9005597,Heterodontosauridae,?,?,1,?,?,?,?,?,1,?,?
VTO:9026544,Jeholornis prima,?,1,1,1,1,1,?,1,1,1,?
VTO:0004636,Nyctibates corrugatus,1,1,1,1,?,?,?,?,1,?,?
VTO:9000722,Lethiscus stocki,?,0,0,0,0,0,0,0,0,0,0
VTO:9026727,Raptorex kriegsteini,?,?,1,1,1,?,?,?,1,?,?
VTO:0003438,Strongylopus grayii,0,1,1,1,?,?,?,?,1,?,?
VTO:9001353,Rhynchonkos stovalli,?,1,?,1,1,1,?,?,?,?,?
VTO:0004572,Telmatobufo venustus,?,1,?,?,?,?,?,1,1,?,?
VTO:0003370,Aubria,?,1,?,?,?,?,?,1,1,?,?
VTO:9001280,Asaphestera intermedia,?,0,1,1,1,1,0,0,?,0,0
VTO:0006033,Colostethus inguinalis,1,1,1,?,?,?,?,?,?,?,?
VTO:0003097,Limnonectes blythii,0,1,1,1,?,?,?,?,1,?,?
VTO:0002866,Hylarana galamensis,0,1,1,1,?,?,?,?,1,?,?
VTO:9004370,Echinerpeton intermedium,?,?,?,1,?,?,?,?,?,?,?
VTO:9004091,Longipteryx chaoyangensis,?,1,1,1,1,1,?,?,1,1,?
VTO:9025372,Parasuchus hislopi,?,1,1,1,1,1,0,1,1,?,?
VTO:0004667,Phlyctimantis verrucosus,1,1,?,?,?,?,?,1,1,?,?
VTO:9011513,Asilisaurus kongwe,?,?,?,1,1,1,0,?,?,?,?
VTO:9005202,Icaronycteris index,1,1,1,1,1,1,?,?,1,?,?
VTO:0011559,Caperea marginata,?,?,1,1,1,1,?,?,1,?,?
VTO:9000049,Vancleavea campi,?,1,1,1,1,1,0,1,?,?,?
VTO:0002690,Platymantis corrugatus,1,1,1,1,?,?,?,?,1,?,?
VTO:9001875,Edops craigi,?,?,?,1,?,?,?,?,?,?,?
VTO:9002593,Calyptocephalella gayi,?,1,?,?,?,?,?,1,1,?,?
VTO:0012203,Tarsius syrichta,1,1,1,1,1,1,?,?,1,?,?
VTO:0002492,Pipa,?,?,?,1,1,1,?,?,?,?,?
VTO:0008705,Talpa europaea,1,1,1,1,1,1,?,?,1,?,?
VTO:9004371,Luperosaurus kayi,?,?,?,1,?,?,?,?,?,?,?
VTO:9027781,Oestocephalus amphiuminum,?,?,?,?,?,?,?,?,0,?,?
VTO:9004135,Ambiortus dementjevi,?,1,1,1,?,?,?,?,1,1,?
VTO:9025724,Compsognathus longipes,?,?,?,1,?,?,?,?,?,?,?
VTO:0002493,Pipa pipa,?,1,?,1,?,?,?,1,?,?,?
VTO:0003363,Petropedetes cameronensis,0,1,1,1,?,?,?,?,1,?,?
VTO:9002549,Watongia meieri,?,1,1,1,?,1,1,1,?,?,?
VTO:0002494,Pipa parva,?,1,?,1,?,?,?,1,?,?,?
VTO:9029104,Dimorphodon macronyx,?,1,1,1,?,?,0,1,1,?,?
VTO:9031132,Allosaurus fragilis,?,1,1,1,1,1,0,1,1,?,?
VTO:9021619,Eotyrannus lengi,?,?,1,1,1,?,?,?,?,?,?
VTO:0003355,Petropedetes johnstoni,0,1,1,1,?,?,?,?,1,?,?
VTO:9027738,Scincosaurus crassus,?,1,1,1,1,1,?,?,?,?,?
VTO:0002495,Pipa carvalhoi,?,1,?,1,?,?,?,1,?,?,?
VTO:9022733,Patagopteryx deferrariisi,?,?,1,1,1,1,?,?,1,?,?
VTO:9017443,Proterogyrinus,?,?,?,1,?,?,?,?,?,?,?
VTO:0002929,Staurois natator,0,1,1,1,?,?,?,?,1,?,?
VTO:9033754,Apsaravis ukhaana,?,1,1,1,1,1,?,?,1,1,?
VTO:9028141,Vescornis hebeiensis,?,1,1,1,1,1,?,1,1,1,?
VTO:0014927,Rattus norvegicus,1,1,1,1,1,1,?,?,1,?,?
VTO:0002629,Pelodytes punctatus,?,1,1,1,?,?,?,1,1,?,?
VTO:0003493,Phrynobatrachus sandersoni,0,1,1,1,?,?,?,?,1,?,?
VTO:0003360,Petropedetes martiensseni,0,1,1,1,?,?,?,?,1,?,?
VTO:9009864,Shenqiornis mengi,?,1,1,1,1,1,?,?,1,1,?
VTO:0008614,Erinaceus europaeus,1,1,1,1,1,1,?,?,1,?,?
VTO:0005257,Dermatonotus muelleri,?,1,?,?,?,?,?,1,1,?,?
VTO:0008079,Tamandua tetradactyla,1,1,1,1,1,1,?,?,1,?,?
VTO:0081651,Thoropa lutzi,1,1,1,?,?,?,?,?,?,?,?
VTO:0002475,Xenopus laevis,?,1,?,1,?,?,?,1,1,?,?
VTO:9026647,Coelophysis rhodesiensis,?,?,1,?,?,?,?,?,1,?,?
VTO:0004745,Kassina senegalensis,1,1,1,1,?,?,?,1,1,?,?
VTO:0004612,Arthroleptis variabilis,1,1,1,1,?,?,?,1,1,?,?
VTO:0010361,Equus caballus,1,1,1,1,1,1,?,?,1,?,?
VTO:9011083,Haptodus garnettensis,?,1,1,1,?,?,?,1,?,?,?
VTO:0081294,Rhinella amabilis,?,?,?,?,?,?,?,?,1,?,?
VTO:0003358,Petropedetes parkeri,0,1,1,1,?,?,?,?,1,?,?
VTO:0082673,Ptychadena uzungwensis,?,1,?,?,?,?,?,1,1,?,?
VTO:9022403,Pantylus cordatus,?,1 and 0,?,1,1,1,0,0,?,0,0
VTO:0004559,Heleioporus,?,1,?,?,?,?,?,1,1,?,?
VTO:0004716,Hyperolius nasutus,?,1,?,?,?,?,?,?,1,?,?
VTO:0082560,Pristimantis huicundo,?,1,?,?,?,?,?,1,1,?,?
VTO:0003515,Phrynobatrachus dendrobates,?,1,?,?,?,?,?,1,1,?,?
VTO:0003951,Guibemantis bicalcaratus,?,1,1,?,?,?,?,?,?,?,?
VTO:9003677,Iberomesornis romerali,?,?,?,1,1,1,?,?,1,?,?
VTO:9006249,Erythrosuchidae,?,1,?,1,1,1,1,?,?,?,?
VTO:0004743,Kassina,1,1,?,?,?,?,?,1,1,?,?
VTO:9020415,Tuditanus,?,?,1,1,1,1,?,?,?,?,?
VTO:0002479,Xenopus clivii,?,1,?,1,?,?,?,1,?,?,?
VTO:0081091,Liaoxitriton,?,1,?,?,?,?,?,?,?,?,?
VTO:0005812,Physalaemus biligonigerus,?,1,?,?,?,?,?,1,1,?,?
VTO:9027995,Yixianornis grabaui,?,1,1,1,1,1,?,?,1,1,?
VTO:0007477,Rhinella granulosa,?,1,?,?,?,?,?,1,1,?,?
VTO:0009582,Pteronotus parnellii,1,1,1,1,1,1,?,?,?,?,?
VTO:0002477,Xenopus borealis,?,1,?,1,?,?,?,1,?,?,?
VTO:9010133,Sphenacodon,?,?,?,1,?,?,?,?,?,?,?
VTO:0003518,Phrynobatrachus africanus,0 and 1,1,1,1,?,?,?,?,1,?,?
VTO:0004712,Hyperolius pusillus,?,1,?,?,?,?,?,?,1,?,?
VTO:9032805,Qianosuchus mixtus,?,?,?,1,?,?,0,?,?,?,?
VTO:9017055,Elsornis keni,?,1,1,1,1,1,?,?,?,1,?
VTO:0007743,Chacophrys pierottii,?,1,?,?,?,?,?,1,1,?,?
VTO:0007843,Alytes obstetricans,?,1,?,1,?,?,?,1,1,?,?
VTO:0002644,Scaphiopus,?,1,1,1,?,?,?,1,1,?,?
VTO:9009886,Pengornis houi,?,1,1,1,1,1,?,1,1,1,?
VTO:9001772,Ukhaatherium nessovi,?,?,1,1,1,1,?,?,1,?,?
VTO:0006676,Dendropsophus,?,1,?,?,?,?,?,1,1,?,?
VTO:9021502,Araeoscelidia,?,1,?,1,1,1,1,?,?,?,?
VTO:9008624,Tawa hallae,?,1,1,1,1,1,0,1,1,?,?
VTO:0082676,Ptychadena chrysogaster,?,1,?,?,?,?,?,1,1,?,?
VTO:9027972,Yanornis martini,?,1,1,1,1,1,?,?,1,1,?
VTO:0002646,Scaphiopus couchii,?,1,?,1,?,?,?,1,1,?,?
VTO:9013228,Casea broilii,?,1,1,1,?,1,1,1,?,?,?
VTO:0006777,Pseudis,?,1,?,?,?,?,?,1,1,?,?
VTO:0002688,Platymantis papuensis,?,1,1,?,?,?,?,?,?,?,?
VTO:0003187,Euphlyctis cyanophlyctis,0,1,1,?,?,?,?,?,1,?,?
VTO:0006521,Phyllomedusa,?,1,?,?,?,?,?,1,1,?,?
VTO:9009125,Tarbosaurus bataar,?,?,1,1,1,?,?,?,1,?,?
VTO:0082960,Ericabatrachus baleensis,0,1,1,1,?,?,?,?,1,?,?
VTO:0006497,Cyclorana australis,?,1,?,?,?,?,?,1,1,?,?
VTO:9007484,Ceratosaurus nasicornis,?,?,1,?,?,?,?,?,1,?,?
VTO:0003059,Occidozyga laevis,1,1,1,1,?,?,?,?,1,?,?
VTO:0006787,Pseudis paradoxa,?,1,?,?,?,?,?,1,1,?,?
VTO:0002641,Pelobates cultripes,?,1,?,1,?,?,?,1,1,?,?
VTO:0082846,Arthroleptis lameerei,1,1,?,?,?,?,?,1,1,?,?
VTO:0011432,Tursiops truncatus,?,?,1,1,1,1,?,?,1,?,?
