matrix_taxon, vto, ott_id
"Oxyropsis sp.", VTO_0059773, ott?
"Oxyropsis sp.", VTO_0059774, ott?
"Loricaria sp.", VTO_0059779, ott?
"Loricaria cataphracta", VTO_0059782, ott3622726
"Loricaria sp.", VTO_0059783, ott?
"Loricaria sp.", VTO_0059788, ott?
"Loricaria sp.", VTO_0059789, ott?
"Ixinandria sp.", VTO_0059790, ott?
"Cordylancistrus torbesensis", VTO_0059794, ott3623005
"Chaetostoma platyrhyncha", VTO_0059796, ott3623052
"Rineloricaria teffeana", VTO_0059803, ott3622754
"Rineloricaria rupestris", VTO_0059823, ott3623061
"Rhineloricaria jubata", VTO_0059833, ott3622730
"Rineloricaria sp.", VTO_0059842, ott?
"Loricariichthys brunneus", VTO_0059857, ott3622803
"Loricariichthys sp.", VTO_0059860, ott?
"Loricariichthys labialis", VTO_0059867, ott3622808
"Loricariichthys sp.", VTO_0059869, ott?
"Planiloricaria sp.", VTO_0059872, ott?
"Hemiancistrus landoni", VTO_0059875, ott3622632
"Hemiancistrus sp.", VTO_0059877, ott?
"Hemiancistrus holostictus", VTO_0059879, ott3622629
"Hemiancistrus megacephalus", VTO_0059881, ott3622626
"Hemiancistrus sp. Brazil", VTO_0059887, ott?
"Exastilithoxus sp.", VTO_0059893, ott?
"Exastilithoxus fimbriatus", VTO_0059895, ott3623025
"Parotocinclus jimi", VTO_0059896, ott3622956
"Parotocinclus sp.", VTO_0059898, ott?
"Parotocinclus sp.", VTO_0059900, ott?
"Parotocinclus polyochrus", VTO_0059907, ott3622954
"Leporacanthicus galaxias", VTO_0059914, ott3622496
"Ancistrus brevifilis", VTO_0059915, ott3622570
"Ancistrus chagresi", VTO_0059918, ott3622564
"Ancistrus stigmaticus", VTO_0059937, ott3622558
"Ancistrus sp. 1", VTO_0059954, ott?
"Ancistrus sp.", VTO_0059973, ott?
"Acanthicus hystrix", VTO_0059975, ott3622504
"Acanthicus histrix", VTO_0059975, ott3622504
"Hypancistrus zebra", VTO_0059976, ott3622485
"Hypancistrus inspector", VTO_0059977, ott3622487
"Chaetostoma pearsei", VTO_0059993, ott3622539
"Chaetostoma sovichthys", VTO_0059999, ott3622514
"Chaetostoma fischeri", VTO_0060000, ott3622556
"Chaetostoma stannii", VTO_0060010, ott3622534
"Chaetostoma breve", VTO_0060014, ott3622536
"Chaetostoma sp.", VTO_0060015, ott?
"Chaetostomus sp.", VTO_0060017, ott?
"Hypostomus spinosissimus", VTO_0060029, ott?
"Isorineloricaria spinosissima", VTO_0060029, ott?
"Lithoxus bovallii", VTO_0060034, ott3622644
"Lithoxus bovalli", VTO_0060034, ott3622644
"Kronichthys sp. 1", VTO_0060039, ott?
"Kronichthys sp. 2", VTO_0060040, ott?
"Kronichthys sp.", VTO_0060041, ott?
"Hemipsilichthys sp.", VTO_0060042, ott?
"Hemipsilichthys?", VTO_0060043, ott?
"Lamontichthys filamentosus", VTO_0060049, ott3622714
"Lamontichthys llanero", VTO_0060050, ott3622711
"Pseudoloricaria sp.", VTO_0060054, ott?
"Otocinclus paulinus", VTO_0060055, ott3622980
"Hisonotus sp.", VTO_0060056, ott549969
"Otocinclus maculipinnis", VTO_0060060, ott3622981
"Pseudacanthicus serratus", VTO_0060062, ott3622640
"Pseudotothyris sp.", VTO_0060068, ott?
"P. syriacus", VTO_0002643, ott47782
"Scaphiopus", VTO_0002644, ott485826
"Scaphiopus hurterii", VTO_0002645, ott1026952
"S. hurterii", VTO_0002645, ott1026952
"Scaphiopus couchii", VTO_0002646, ott77494
"S. couchii", VTO_0002646, ott77494
"Scaphiopus holbrookii", VTO_0002647, ott485823
"S. holbrookii", VTO_0002647, ott485823
"Leiopelma", VTO_0002649, ott611959
"Leiopelma hochstetteri", VTO_0002651, ott142397
"Bombina", VTO_0002655, ott991561
"Bombina orientalis", VTO_0002656, ott991557
"B. bombina", VTO_0002658, ott991559
"Bombina variegata", VTO_0002659, ott233447
"B. variegata", VTO_0002659, ott233447
"B. maxima", VTO_0002662, ott1039096
"Barbourula", VTO_0002665, ott95655
"Barbourula busuangensis", VTO_0002666, ott95643
"Ascaphus", VTO_0002669, ott485832
"Ascaphus truei", VTO_0002670, ott485827
"Platymantis papuensis", VTO_0002688, ott270630
"Platymantis corrugatus", VTO_0002690, ott901778
"Batrachylodes vertebralis", VTO_0002695, ott513408
"Ceratobatrachus guentheri", VTO_0002698, ott376749
"Rana temporaria", VTO_0002729, ott496487
"Pantherana pipiens", VTO_0002790, ott14703
"Amolops ricketti", VTO_0002856, ott656232
"Amnirana", VTO_0002858, ott909265
"Hydrophylax galamensis", VTO_0002866, ott870806
"Amnirana albolabris", VTO_0002915, ott628820
"Hylarana albolabris", VTO_0002915, ott628820
"Staurois natator", VTO_0002929, ott270619
"Phrynoglossus laevis", VTO_0003059, ott841798
"Limnonectes blythii", VTO_0003097, ott646960
"Nannophrys ceylonensis", VTO_0003151, ott1054411
"Hoplobatrachus", VTO_0003176, ott214642
"Hoplobatrachus occipitalis", VTO_0003183, ott74847
"Euphlyctis cyanophlyctis", VTO_0003187, ott376759
"Tomopterna breviceps rolandae", VTO_0003197, ott965439
"Nanorana parkeri", VTO_0003203, ott899043
"Ptychadena", VTO_0003314, ott799885
"Ptychadena christyi", VTO_0003320, ott165139
"Ptychadena mascareniensis", VTO_0003327, ott799886
"Ptychadena anchietae", VTO_0003336, ott160735
"Hildebrandtia ornata", VTO_0003344, ott735527
"Petropedetes natator", VTO_0003350, ott137798
"Petropedetes newtoni", VTO_0003355, ott241873
"Petropedetes parkeri", VTO_0003358, ott780986
"Arthroleptides martiensseni", VTO_0003360, ott1001452
"Petropedetes cameronesis", VTO_0003363, ott1001460
"Petropedetes cameronensis", VTO_0003363, ott1001460
"Conraua", VTO_0003364, ott532104
"Conraua goliath", VTO_0003366, ott532111
"Conraua crassipes", VTO_0003367, ott542266
"Aubria", VTO_0003370, ott143511
"Aubria subsigillata", VTO_0003371, ott143510
"Pyxicephalus edulis", VTO_0003373, ott475143
"Pyxicephalus adspersus", VTO_0003375, ott911282
"Poyntonia paludicola", VTO_0003378, ott475122
"Anhydrophryne rattrayi", VTO_0003380, ott113820
"Microbatrachella capensis", VTO_0003382, ott540974
"Cacosternum capense", VTO_0003385, ott628810
"Actinistia", VTO_9007693, ott760169
"Hesperosuchus ""agilis""", VTO_9007710, ott4129987
"Eoraptor", VTO_9007897, ott4128617
"Eoraptor lunensis", VTO_9007897, ott4128617
"Haplocheirus sollers", VTO_9007988, ott6149112
"Shuvuuia deserti", VTO_9008082, ott4946625
"Caudipteryx", VTO_9008132, ott4129552
"Caudipteryx zoui", VTO_9008132, ott4129552
"Longicrusavis", VTO_9008239, ott6150777
"Tropidosuchus romeri", VTO_9008241, ott6150179
"Birgeria", VTO_9008277, ott4143005
"Andreolepis", VTO_9008281, ott?
"Boreosomus", VTO_9008296, ott4143491
"Dialipina", VTO_9008330, ott4145234
"Glyptopomus", VTO_9008340, ott3621431
"Gyroptychius", VTO_9008342, ott4144873
"Onychodus", VTO_9008350, ott4142441
"Miguashaia", VTO_9008361, ott3621449
"Rhizodus", VTO_9008365, ott4142588
  , VTO_9008365, ott4142588
"Powichthys", VTO_9008372, ott?
"Porolepis", VTO_9008373, ott?
"Osteolepis", VTO_9008377, ott4144881
"Youngolepis", VTO_9008383, ott?
"Strunius", VTO_9008395, ott?
"Dissorophus", VTO_9008398, ott6159190
"Micropholis", VTO_9008399, ott6158524
"Zatrachys serratus", VTO_9008408, ott6159472
"Lydekkerina", VTO_9008428, ott6159294
"Sclerocephalus", VTO_9008432, ott6340118
"Sclerocephalus haeuseri", VTO_9008432, ott6340118
"Acroplous", VTO_9008469, ott6159197
"Acroplous vorax", VTO_9008469, ott6159197
"Lesothosaurus", VTO_9008475, ott4946576
"Lesothosaurus diagnosticus", VTO_9008475, ott4946576
"Tambachia", VTO_9008511, ott6159410
"Tawa", VTO_9008624, ott6158293
"Tawa hallae", VTO_9008624, ott6158293
"Spea neuter", VTO_9008632, ott6158983
"Aethaspis", VTO_9008744, ott4949899
"Dilophosaurus", VTO_9009115, ott4947131
"Dilophosaurus wetherelli", VTO_9009115, ott4947131
"10-Tarbosaurus", VTO_9009125, ott3595532
"Tarbosaurus baatar", VTO_9009125, ott3595532
"9-Daspletosaurus", VTO_9009130, ott3595541
"Archaeornithomimus asiaticus", VTO_9009200, ott4129028
"Orthacanthus", VTO_9009210, ott4949933
"Osteolepiformes", VTO_9009664, ott4144869
"Dinocephalia", VTO_9010061, ott3416089
"Dimetrodonspp", VTO_9010139, ott4126324
"Edaphosaurus", VTO_9010144, ott4130000
"Dicynodontia", VTO_9010171, ott?
"Therocephalia", VTO_9010240, ott?
"Tristychius", VTO_9010474, ott4145391
"Iniopteryx", VTO_9010905, ott4145615
"Chirodipterus", VTO_9010969, ott4141203
"Acanthodians", VTO_9011043, ott?
"Acanthodii", VTO_9011043, ott?
"Helodus", VTO_9011207, ott4140616
"Erismacanthus", VTO_9011208, ott4141623
"Actinolepids", VTO_9011844, ott4949898
"Loganellia", VTO_9012162, ott6177116
"Placoderms", VTO_9012172, ott?
"Placodermi", VTO_9012172, ott?
"Myxinikela", VTO_9012324, ott3644135
"Hybodus", VTO_9012951, ott?
"Schismaderma carens", VTO_0007087, ott506358
"B.melanostictus", VTO_0007123, ott962265
"B.coccifer", VTO_0007162, ott41046
"B.valliceps", VTO_0007166, ott937819
"B.coniferus", VTO_0007173, ott244792
"B.luetkenii", VTO_0007184, ott79423
"B.alvarius", VTO_0007185, ott436379
"B.macrotis", VTO_0007194, ott745771
"B.regularis", VTO_0007207, ott364563
"B.maculatus", VTO_0007210, ott783159
"B.pardalis", VTO_0007211, ott445922
"B.xeros", VTO_0007214, ott370331
"B.nasicus", VTO_0007236, ott745755
"B.haematiticus", VTO_0007237, ott962306
"B.guttatus", VTO_0007238, ott171493
"B.lemur", VTO_0007246, ott506369
"B.viridis", VTO_0007256, ott1072356
"Bufo variegatus", VTO_0007290, ott412181
"B.variegatus", VTO_0007290, ott412181
"Nanophryne variegata", VTO_0007290, ott412181
"B.cophotis", VTO_0007291, ott171456
"Pedostibes hosii", VTO_0007293, ott317338
"B.sp.", VTO_0007300, ott187219
"B.bufo", VTO_0007309, ott889350
"Melanophryniscus", VTO_0007329, ott506359
"Melanophryniscus rubriventris", VTO_0007335, ott943456
"Melanophryniscus stelzneri", VTO_0007337, ott506362
"Osornophryne bufoniformis", VTO_0007349, ott1044936
"B.americanus", VTO_0007359, ott738656
"B.fowleri", VTO_0007362, ott635213
"B.terrestris", VTO_0007366, ott931329
"B.punctatus", VTO_0007370, ott931362
"B.quercicus", VTO_0007371, ott931345
"B.woodhousii", VTO_0007375, ott355919
"B.cognatus", VTO_0007377, ott436344
"B.debilis", VTO_0007378, ott436339
"B.exsul", VTO_0007379, ott962289
"B.boreas", VTO_0007380, ott205884
"B.juxtasper", VTO_0007384, ott745782
"B.atacamensis", VTO_0007428, ott346930
"B.limensis", VTO_0007430, ott745766
"B.humboldti", VTO_0007432, ott171482
"B.chilensis", VTO_0007433, ott283376
"B.veraguensis", VTO_0007434, ott120185
"B.scheideri", VTO_0007436, ott120195
"B.vellardi", VTO_0007437, ott120190
"B.marinus", VTO_0007439, ott889340
"B.ocellatus", VTO_0007440, ott745745
"B.poeppigii", VTO_0007441, ott745750
"B.arequipensis", VTO_0007446, ott589504
"B.chavin", VTO_0007449, ott171476
"B.margaritifer2", VTO_0007450, ott476029
"B.margaritifer1", VTO_0007450, ott476029
"B.spinulosus", VTO_0007459, ott670176
"B.mirandaribeiroi", VTO_0007470, ott856318
"Bufo granulosus", VTO_0007477, ott962298
"B.goeldi", VTO_0007477, ott962298
"B.granulosus", VTO_0007477, ott962298
"B.arenarum", VTO_0007481, ott522417
"B.crucifer", VTO_0007483, ott663426
"Lithodytes lineatus", VTO_0007594, ott315873
"Leptodactylus", VTO_0007620, ott1036182
"Leptodactylus pentadactylus", VTO_0007640, ott1038261
"Leptodactylus chaquensis", VTO_0007644, ott584403
"Leptodactylus bufonius", VTO_0007645, ott584400
"Leptodactylus leptodactyloides", VTO_0007646, ott11715
"Leptodactylus insularum", VTO_0007647, ott11717
"Leptodactylus diedrus", VTO_0007648, ott584426
"Leptodactylus silvanimbus", VTO_0007649, ott584418
"Leptodactylus riveroi", VTO_0007650, ott584415
"Vanzolinius discodactylus", VTO_0007657, ott584408
"Leptodactylus knudseni", VTO_0007660, ott617324
"Leptodactylus melanonotus", VTO_0007671, ott897299
"Leptodactylus fuscus", VTO_0007694, ott863191
"Batrachyla antartandica", VTO_0007705, ott636139
"Chacophrys", VTO_0007743, ott431938
"Chacophrys pierottii", VTO_0007743, ott431938
"Ceratophrys", VTO_0007744, ott386111
"Ceratophrys cranwelli", VTO_0007745, ott100573
"Ceratophrys ornata", VTO_0007748, ott386108
"Ceratophrys cornuta", VTO_0007749, ott868530
"Lepidobatrachus", VTO_0007750, ott414583
"Lepidobatrachus laevis", VTO_0007751, ott414578
"Hemiphractus", VTO_0007754, ott655571
"Flectonotus", VTO_0007760, ott580186
"Flectonotus fitzgeraldi", VTO_0007762, ott580216
"Gastrotheca gracilis", VTO_0007814, ott742456
"Lycenchelys xanthoptera", VTO_0076096, ott3632987
"Lycenchelys maculata", VTO_0076102, ott3632965
"Lycenchelys nanospinata", VTO_0076114, ott3633005
"Kasatkia memorabilis", VTO_0076473, ott3632879
"Cromileptes altivelis", VTO_0076551, ott1008449
"Labeo molybdinus", VTO_0077277, ott3626590
"Demissolinea novaeguineensis", VTO_0078958, ott3638492
"Nototheniops", VTO_0079000, ott3635427
"Notothenia nybelini", VTO_0079003, ott3635429
"Pseudotrematomus", VTO_0079005, ott606642
"Trematomus scotti", VTO_0079009, ott985383
"Trematomus hansoni", VTO_0079016, ott708983
"Lindbergichthys", VTO_0079029, ott3635423
"Notothenia nudifrons", VTO_0079031, ott260052
"Gvozdarus", VTO_0079032, ott3635420
"Eolates aquensis", VTO_0079064, ott?
"Eolates gracilis", VTO_0079065, ott?
"Lates angustifrons", VTO_0079066, ott6362445
"Lates stappersi", VTO_0079067, ott6362458
"Lates mariae", VTO_0079068, ott6362453
"Robia legula", VTO_0079470, ott3630255
"Centrophryne spinulosa", VTO_0079475, ott1079083
"Allenypterus", VTO_0079501, ott3630247
"Lophichthyidae", VTO_0079578, ott3630435
"Zenopsis nebulosus", VTO_0079684, ott707540
"Cyttus novaezelandiae", VTO_0079687, ott3631014
"Macrurocyttidae", VTO_0079688, ott3631020
"Macrurocyttus acanthopodus", VTO_0079689, ott3631019
"Cyttomimus stelgis", VTO_0079692, ott3631025
"Capromimus abbreviatus", VTO_0079697, ott3631023
"Stethopristes eos", VTO_0079699, ott3631007
"Stephanoberyx", VTO_0079722, ott3631090
"Vitiaziella cubiceps", VTO_0079731, ott4134441
"Cetomimoides parri", VTO_0079733, ott4134437
"Hispidoberycidae", VTO_0079736, ott3631092
"Gibberichthyidae", VTO_0079781, ott3631094
"Gibberichthys", VTO_0079782, ott3631093
"Scopelosaurus hoedti", VTO_0079800, ott3629270
"Scopelosaurus argenteus", VTO_0079802, ott3629273
"Synodus jenkensi", VTO_0079814, ott3629210
"Saurida parri", VTO_0079849, ott3629201
"Saurida brasiliensis", VTO_0079849, ott3629201
"Saurida normani", VTO_0079853, ott3629200
"Ipnops meadi", VTO_0079860, ott3629258
"Ipnops murrayi", VTO_0079862, ott3629257
"Ipnops agassizi", VTO_0079863, ott3629254
"Bathytyphlops marionae", VTO_0079865, ott3629255
"Bathypterois longipes", VTO_0079871, ott3629244
"Bathypterois viridensis", VTO_0079872, ott3629253
"Bathypterois pectinatus", VTO_0079875, ott3629250
"Bathymicrops regis", VTO_0079886, ott3629263
"Uncisudis advena", VTO_0079889, ott3629345
"Paralepis brevirostris", VTO_0079897, ott3629340
"Macroparalepis affine", VTO_0079903, ott3629338
"Lestidiops affinis", VTO_0079917, ott3629316
"Stemonosudis rothschildi", VTO_0079928, ott3629318
"Chlorophthalmus atlanticus", VTO_0079948, ott3629282
"Bathysauroides gigas", VTO_0079951, ott3629385
"Omosudis lowei", VTO_0079953, ott3629375
"Bathysauropsis gracilis", VTO_0079956, ott3629378
"Bathysauropsis malayanus", VTO_0079957, ott3629382
"Scopelarchoides nicholsi", VTO_0079960, ott3629364
"Scopelarchoides signifer", VTO_0079961, ott3629362
"Rosenblattichthys hubsi", VTO_0079967, ott3629363
"Evermannella balbo", VTO_0079984, ott3629298
"Odontostomops normalops", VTO_0079987, ott3629304
"Erichalcis arcta", VTO_0079998, ott?
"Orthogonikleithrus hoelli", VTO_0080001, ott6141360
"Orthogonikleithrus leichi", VTO_0080002, ott6141361
"Leptolepides sprattiformis", VTO_0080004, ott6141357
"Leptolepides haerteisi", VTO_0080005, ott6141356
"Esox sp.", VTO_0080008, ott?
"Esox sp.", VTO_0080009, ott?
"Talismania aphos", VTO_0080126, ott3642722
"Humbertia sp.", VTO_0080207, ott?
"Salmo sp.", VTO_0080223, ott?
"Coregonus sp.", VTO_0080246, ott?
"Varasichthyidae", VTO_0080318, ott?
"Luisichthys vinalesensis", VTO_0080320, ott?
"Varasichthys ariasi", VTO_0080322, ott?
"Domeykos profetaesis", VTO_0080324, ott?
"Protoclupea atacamensis", VTO_0080326, ott?
"Protoclupea chilensis", VTO_0080327, ott?
"Pholidophorus bechei", VTO_0080329, ott4949522
"Pholidophorus becheri", VTO_0080329, ott4949522
"Ascalabos voithii", VTO_0080330, ott6142299
"Aspidorhynchus sp.", VTO_0080334, ott?
"Aspidorhynchus acutirostris", VTO_0080335, ott4949660
"Acestrorhynchus minimus", VTO_0038622, ott512091
"Acestrorhynchus microlepis", VTO_0038624, ott1035041
"Acestrorhynchus guianensis", VTO_0038624, ott1035041
"Acestrorhynchus macrolepis", VTO_0038624, ott1035041
"Acestrorhynchus apurensis", VTO_0038624, ott1035041
"Acestrorhynchus falcatus", VTO_0038625, ott845253
"Acestrorhynchus abbreviatus", VTO_0038626, ott232235
"Acestrorhynchus britskii", VTO_0038627, ott845251
"Acestrorhynchus grandoculis", VTO_0038628, ott270832
"Acestrorhynchus nasutus", VTO_0038629, ott565051
"Acestrorhynchus falcirostris", VTO_0038630, ott512072
"Anostomidae", VTO_0038631, ott178211
"Anostomus anostomus", VTO_0038636, ott655776
"Schizodon fasciatus", VTO_0038639, ott282568
"Rhytiodus microlepis", VTO_0038646, ott332380
"Leporinus striatus", VTO_0038648, ott435359
"Leporinus fasciatus", VTO_0038659, ott546980
  , VTO_0038678, ott1005931
"Cyprinidae", VTO_0038680, ott1005930
"Psilorhynchus sucatio", VTO_0038687, ott323661
"Pogonichthys macrolepidotus", VTO_0038689, ott832990
"Oregonichthys crameri", VTO_0038691, ott592044
"Hybopsis biguttatus", VTO_0038698, ott832984
"Nocomis biguttatus", VTO_0038698, ott832984
"Nocomis raneyi", VTO_0038702, ott484800
"Nocomis leptocephalus", VTO_0038708, ott358409
"Hybognathus nuchalis", VTO_0038716, ott592056
"Hybognathus placitus", VTO_0038717, ott231
"Hybognathus hayi", VTO_0038720, ott739309
"Mylocheilus caurinus", VTO_0038723, ott358395
"Clinostomus funduloides", VTO_0038725, ott290054
"Clinostomus elongatus", VTO_0038726, ott290055
"Exoglossum", VTO_0038729, ott435513
"Exoglossum laurae", VTO_0038730, ott781537
"Exoglossum maxillingua", VTO_0038731, ott411057
"Richardsonius balteatus", VTO_0038779, ott308529
"Richardsonius egregius", VTO_0038780, ott308538
"Opsarichthys", VTO_0038781, ott26751
"Opsariichthys uncirostris", VTO_0038788, ott26746
"Leuciscus leuciscus", VTO_0038809, ott847071
"Leuciscus idus", VTO_0038812, ott41137
"Rhodeus sericeus", VTO_0038832, ott847082
"Acanthorhodeus atremius", VTO_0038836, ott655300
"Rhodeus ocellatus", VTO_0038843, ott887027
"Rasbora kalochroma", VTO_0038847, ott744589
"Rasbora kalbarensis", VTO_0038848, ott744604
"Rasbora argyrotaenia", VTO_0038857, ott953577
"Rasbora steineri", VTO_0038859, ott1054713
"Rasbora pauciperforta", VTO_0038867, ott753552
"Puntius semifasciolatus", VTO_0038970, ott431956
"T. obscura", VTO_0083114, ott3619072
"Limnodynastes ornatus", VTO_0083434, ott276278
"Platyplectrum ornatum", VTO_0083434, ott276278
"Lepidobatrachus llanensis", VTO_0083482, ott3620344
"Leptodactylus ocellatus", VTO_0083486, ott4948324
"Leptodactylus latinasus", VTO_0083503, ott3619491
"Adenomera marmorata", VTO_0083531, ott3619467
"Hylactophryne occidentalis", VTO_0083716, ott4132986
"Batrachylodes elegans", VTO_0083801, ott3618235
"Discodeles bufoniformis", VTO_0083806, ott3618240
"Callulops (Asterophrys) doriae", VTO_0084008, ott3618874
"Palaeobatrachus", VTO_0084108, ott3620432
"Eopelobates", VTO_0084118, ott4132923
"Eodiscoglossus", VTO_0084130, ott3620474
"Telmatobius scrocchii", VTO_0084184, ott3620346
"Telmatobius jelskii", VTO_0084202, ott3620359
"Telmatobius schreiteri", VTO_0084206, ott3620353
"Batrachophrynus", VTO_0084210, ott3620384
"Chelomophrynus", VTO_0084215, ott4133728
"Vancleavea campi", VTO_9000049, ott4129198
"Poposaurus gracilis holotype", VTO_9000203, ott4130207
"Poposaurus gracilis yale", VTO_9000203, ott4130207
"Hesperosuchus agilis", VTO_9000204, ott4129988
"CM 73372", VTO_9000205, ott4132214
"Postosuchus kirkpatricki", VTO_9000205, ott4132214
