matrix_taxon, vto, ott_id
"Spinacanthus cuneiformis", VTO_0069964, ott?
"Carpathospinosus propheticus", VTO_0069966, ott?
"Prohollardia avita", VTO_0069982, ott?
"Parahollardia lineata", VTO_0069995, ott3631390
"Archaeotetraodon winterbottomi", VTO_0069999, ott?
"Archaeotetraodon jamestyleri", VTO_0070000, ott?
"Tetraodon lineatus", VTO_0070005, ott904262
"Sphoeroides hyperostosus", VTO_0070041, ott3631201
"Moclaybalistes danekrus", VTO_0070119, ott?
"Proaracana dubia", VTO_0070125, ott?
"Eomola bimaxillaria", VTO_0070129, ott?
"Protobalistidae", VTO_0070130, ott?
"Protobalistum imperiale", VTO_0070132, ott?
"Cretatriacanthus guidottii", VTO_0070135, ott?
  , VTO_0070261, ott3638627
"Alabes brevis", VTO_0070265, ott3638655
"Alabes parvulus", VTO_0070266, ott3638660
"Alabes hoesei", VTO_0070270, ott3638662
"Alabes dorsalis", VTO_0070272, ott3638658
"Phallostethus lehi", VTO_0070323, ott3640978
"Phallostethus dunckeri", VTO_0070324, ott3640984
"Dentatherinidae", VTO_0070450, ott3641132
"Bulbonaricus", VTO_0070504, ott3642266
"Adrianichthys poptae", VTO_0070831, ott3641294
"Adrianichthys kruyti", VTO_0070832, ott3641295
"Adrianichthys roseni", VTO_0070833, ott3641296
"Oryzias timorensis", VTO_0070834, ott3641288
"Oryzias uwai", VTO_0070835, ott3641290
"Oryzias haugiangensis", VTO_0070836, ott3641292
"Oryzias bonneorum", VTO_0070837, ott3641291
"Oryzias orthognathus", VTO_0070838, ott3641286
"Oryzias nebulosus", VTO_0070839, ott3641285
"Oryzias setnai", VTO_0070840, ott3641293
"Oryzias pectoralis", VTO_0070841, ott3641287
"Simpsonichthys boitonei", VTO_0070992, ott3641490
"Simpsonichthys cholopteryx", VTO_0070997, ott3641511
"Simpsonichthys parallelus", VTO_0071012, ott3641513
"Rivulus nudiventris", VTO_0071101, ott3641582
"Macrotrema caligans", VTO_0071642, ott3640944
"Monopterus indicus", VTO_0071645, ott3640928
  , VTO_0071648, ott3640927
"Monopterus boueti", VTO_0071648, ott3640927
"Monopterus ""indicus"" eapeni", VTO_0071650, ott3640933
  , VTO_0071652, ott3640940
"Ophisternon infernale", VTO_0071652, ott3640940
  , VTO_0071653, ott3640938
"Ophisternon afrum", VTO_0071653, ott3640938
  , VTO_0071654, ott3640939
"Ophisternon candidum", VTO_0071654, ott3640939
"Ophisternon gutturale", VTO_0071655, ott3640941
  , VTO_0071657, ott3640936
"Sternopygus xingu", VTO_0062078, ott3621579
"Adontosternarchus balaenops", VTO_0062079, ott3621584
"Adontosternarchus devenanzii", VTO_0062081, ott3621581
"Adontosternarchus sp.", VTO_0062082, ott?
"Adontosternarchus sachsi", VTO_0062083, ott3621583
"Porotergus gymnotus", VTO_0062086, ott3621637
"Compsaraia sp. 1", VTO_0062087, ott?
"Porotergus gimbeli", VTO_0062088, ott3621662
"Apteronotus cuyuniense", VTO_0062090, ott3621646
"Magosternarchus duccis", VTO_0062095, ott3621641
"Magosternarchus raptor", VTO_0062096, ott3621640
"Paraptreronotus hasemani", VTO_0062101, ott5839369
"Sternarchorhamphus macrostomus", VTO_0062104, ott3621631
"Platyurosternarchus macrostomus", VTO_0062104, ott3621631
"Sternarchogiton porcinumg", VTO_0062105, ott3621585
"Sternarchorhynchus roseni", VTO_0062111, ott3621627
"Sternarchorhynchus mesaensis", VTO_0062115, ott3621613
"Sternarchorhynchus britskii", VTO_0062119, ott3621623
"Sternarchogiton sp. B", VTO_0062120, ott?
"Sternarchorhynchus mormyrus", VTO_0062128, ott3621614
"Sternarchorhynchus oxyrhynchus", VTO_0062131, ott3621609
"Sternarchorhynchus curvirostris", VTO_0062138, ott3621625
"Compsaraia compsa", VTO_0062142, ott553455
"Sternarchella orthos", VTO_0062146, ott3621632
"Sternarchella curvioperculata", VTO_0062147, ott3621665
"Sternarchella orinoco", VTO_0062148, ott3621667
"Sternarchella sima", VTO_0062148, ott3621667
"Sternarchella schotti", VTO_0062150, ott3621634
"Apteronotus magdalenensis", VTO_0062155, ott3621600
"Apteronotus cuchillo", VTO_0062156, ott3621601
"Apteronotus ellisi", VTO_0062157, ott3621593
"""Apteronotus"" macrolepis", VTO_0062158, ott3621592
"Apteronotus rostratus", VTO_0062160, ott3621599
"Apteronotus cuchillejo", VTO_0062162, ott3621597
"Apteronotus macrostomus", VTO_0062163, ott3621598
"Apteronotus apurensis", VTO_0062164, ott3621604
"Apteronotus brasiliensis", VTO_0062167, ott3621587
"Apteronotus mariae", VTO_0062168, ott3621602
"Eigenmannia limbata", VTO_0062169, ott3621670
"Eigenmannia nigra", VTO_0062170, ott3621668
"Eigenmannia sp.", VTO_0062171, ott?
"Eigenmannia vicentespelaea", VTO_0062172, ott3621671
"Eigenmannia microstoma", VTO_0062173, ott3621669
"Distocyclus conirostris", VTO_0062174, ott3621714
"Distocyclus goajira", VTO_0062175, ott3621718
"Rhabdolichops caviceps", VTO_0062177, ott3621673
"Rhabdolichops troscheli", VTO_0062179, ott3621676
"Rhabdolichops electrogrammus", VTO_0062182, ott3621677
"Rhabdolichops stewarti", VTO_0062183, ott3621672
"Rhabdolichops zareti", VTO_0062184, ott3621674
"Gyrinocheilus sp", VTO_0062185, ott?
"Gyrinocheilus sp.", VTO_0062186, ott?
"Chasmistes liorus", VTO_0062187, ott3627657
"Moxostoma lacerum", VTO_0062191, ott3627656
"Catostomus sp.", VTO_0062194, ott?
"Ictiobus sp", VTO_0062195, ott?
"Amyzon", VTO_0062197, ott4138467
"Carpiodes sp.", VTO_0062198, ott?
"Carpiodes sp", VTO_0062199, ott?
"Noemacheilus evezardi", VTO_0062265, ott3628478
"Noemacheilus pantera", VTO_0062292, ott3627946
"Noemacheilus tigris", VTO_0062293, ott3628093
"Glaniopsis denudata", VTO_0062309, ott3628415
"Noemacheilus pleurotaenia", VTO_0062347, ott3628069
"Homaloptera sp.", VTO_0062368, ott?
"Homaloptera amphisquamata", VTO_0062374, ott3627818
"Homaloptera orthogoniata", VTO_0062375, ott3627794
"Homaloptera stephensoni", VTO_0062378, ott3627799
"Annamia normani", VTO_0062396, ott3628481
"Noemacheilus fasciatus", VTO_0062536, ott3627979
"Noemacheilus savona", VTO_0062541, ott854558
"Noemacheilus angorae jordanicus", VTO_0062548, ott3628014
"Noemacheilus senlangoricus", VTO_0062566, ott3627978
"Noemacheilus abyssinicus", VTO_0062572, ott3628398
"Noemacheilus rupecula", VTO_0062573, ott323644
"Beaufortia leveretti", VTO_0062599, ott3627779
"Beaufortia zebroides", VTO_0062610, ott3627784
"Anoplogastridae", VTO_0068504, ott587929
"Cyttidae", VTO_0079686, ott5846148
"Zenionidae", VTO_0079690, ott3631022
"Salangidae", VTO_0080010, ott610352
"Lepidogalaxiidae", VTO_0080037, ott95061
"Bathylagidae", VTO_0080074, ott562637
"Plecoglossidae", VTO_0080188, ott175434
"Petromyzontida", VTO_9002090, ott?
"Noemacheilus fowlerianus", VTO_0062637, ott3628367
"Ellopostoma sp", VTO_0062788, ott?
"Pseudogastromyzon myersi", VTO_0062798, ott3627895
"Crossostoma lacustre", VTO_0062821, ott178200
"Crossostoma davidi", VTO_0062823, ott4138452
"Gastromyzon borneensis", VTO_0062915, ott3627855
"Acanthopsoides graciroides", VTO_0063017, ott?
"Vaillantella euepiptera", VTO_0063024, ott3627976
"Discoglossus", VTO_0007830, ott465081
"Discoglossus pictus", VTO_0007833, ott504213
"Alytes", VTO_0007837, ott118035
"Alytes obstetricans", VTO_0007843, ott911663
"Ichthyophiidae", VTO_0007889, ott639653
"Typhlonectes compressicauda", VTO_0008000, ott464898
"Rhinatrematidae", VTO_0008057, ott128153
"Chlopsis", VTO_0034117, ott302838
"Macrocephenchelys brachialis", VTO_0034378, ott133848
"Ethmidium maculatus", VTO_0034576, ott1071702
"Ethmidium maculatum", VTO_0034576, ott1071702
"Harengula clupeola", VTO_0034618, ott763969
"Plantanichthys platana", VTO_0034630, ott203917
"Platanichthys platana", VTO_0034630, ott203917
"Clupeonella delicatula", VTO_0034632, ott285342
"Clupeonella cultiventris", VTO_0034632, ott285342
"Potamalosa richmondia", VTO_0034645, ott644622
"Clupeichthys aesarnensis", VTO_0034662, ott419789
"Ilisha melastoma", VTO_0034831, ott318774
"Ilisha striatula", VTO_0034832, ott641655
"Ilisha megaloptera", VTO_0034834, ott639046
"Setipinna tenuifilis", VTO_0034860, ott1081622
"Setipinna melanochir", VTO_0034863, ott982978
"Thryssa mystax", VTO_0034867, ott970085
"Thryssa baelama", VTO_0034868, ott758052
"Lycothrissa crocodilus", VTO_0034876, ott982991
"Lycengraulis poeyi", VTO_0034889, ott970094
"Anchovia surinamensis", VTO_0034895, ott503611
"Anchoviella guianensis", VTO_0034917, ott393670
"Anchoviella carrikeri", VTO_0034921, ott145915
"Anchoviella brevirostris", VTO_0034922, ott393680
"Anchoa filifera", VTO_0034942, ott353372
"Anchoa lamprotaenia", VTO_0034943, ott353377
"Gonorynchus gonorynchus", VTO_0034966, ott264878
"Cromeria nilotica occidentalis", VTO_0034971, ott328732
"Centromochlus perugiae", VTO_0035022, ott619744
"Centromoclus existimatus", VTO_0035024, ott90511
"Centromochlus existimatus", VTO_0035024, ott90511
"Glanidium melanopterum", VTO_0035026, ott719837
"Tetranematichthys quadrifilis", VTO_0035033, ott532334
"Trachelyopterus coriaceus", VTO_0035038, ott868518
"Pseudauchenipterus striatulus", VTO_0035041, ott713091
"Mystus wyckii", VTO_0035082, ott109120
"Bagrichthys macracanthus", VTO_0035093, ott870064
"Bagrus bayad", VTO_0035109, ott941030
"Bagrus bajad", VTO_0035109, ott941030
"Bagrus ubangensis", VTO_0035112, ott293647
"Pelteobagrus fulvidraco", VTO_0035117, ott119433
"Pseudobagrus adiposalis", VTO_0035122, ott1090583
"Chrysichthys auratus", VTO_0035125, ott941023
"Chrysichthys auratus tilhoi", VTO_0035125, ott941023
"Chrysichthys auratus auratus", VTO_0035125, ott941023
"Chrysichthys auratus longifilis", VTO_0035125, ott941023
"Chrysichthys filamentosus", VTO_0035125, ott941023
"Chrysichthys rueppelli", VTO_0035125, ott941023
"Chrysichthys helicophagus", VTO_0035129, ott750425
"Chrysichthys nigrodigitatus", VTO_0035131, ott125511
"Chrysichthys furcatus", VTO_0035131, ott125511
"Mystus montanus", VTO_0035149, ott473173
"Auchenoglanis biscutatus", VTO_0035172, ott125505
"Chandramara chandramara", VTO_0035191, ott315246
"Aspidoras paucirradiatus", VTO_0035204, ott791407
"Aspidoras spilotus", VTO_0035207, ott6315
"Aspidoras albater", VTO_0035210, ott6225
"Aspidoras microgalaeus", VTO_0035216, ott936242
"Corydoras bicolor", VTO_0035247, ott885223
"Corydoras blochi", VTO_0035249, ott885236
"Corydoras bondi", VTO_0035251, ott885231
"Corydoras amapaensis", VTO_0035254, ott360615
"Corydoras ourastigma", VTO_0035255, ott440101
"Gymnotus silvius", VTO_0037442, ott1012865
"Gymnotus pantherinus", VTO_0037443, ott445404
"Gymnotus arapaima", VTO_0037446, ott990148
"Gymnotus cataniapo", VTO_0037447, ott990146
"Gymnotus coatesi", VTO_0037449, ott990133
"Gymnotus cylindricus", VTO_0037454, ott463673
"Gymnotus jonasi", VTO_0037456, ott463685
"Gymnotus mamiraua", VTO_0037457, ott463687
"Electrophorus electricus", VTO_0037461, ott216168
"Apteronotidae", VTO_0037462, ott340599
"Apteronotus leptorhynchus", VTO_0037467, ott789556
"Apteronotus albifrons", VTO_0037468, ott789557
"Sternarchorhampus mulleri", VTO_0037474, ott164265
"Sternarchorhamphus muelleri", VTO_0037474, ott164265
"Sternarchogiton nattereri", VTO_0037479, ott32368
"Adontosternarchus clarkae", VTO_0037481, ott32379
"Orthosternarchus tamandua", VTO_0037484, ott164263
"Archolaemus blax", VTO_0037489, ott729093
"Eigenmannia humboldti", VTO_0037511, ott306919
"Eigenmannia humboldtii", VTO_0037511, ott306919
"Rhabdolichops eastwardi", VTO_0037516, ott729098
  , VTO_0037519, ott701511
"Characiformes", VTO_0037519, ott701511
"Hemiodontidae", VTO_0037520, ott814512
"Apareidon affinis", VTO_0037537, ott533482
"Apareiodon affinis", VTO_0037537, ott533482
"Hepsetidae", VTO_0037543, ott814511
"Hepsetus odoe", VTO_0037545, ott128234
"Lebiasinidae", VTO_0037714, ott814513
"Nannostomus unifasciatus", VTO_0037724, ott368387
"Nannostomus beckfordi", VTO_0037726, ott486012
"Nannostomus eques", VTO_0037727, ott748602
"Hydrocynus forskahlii", VTO_0037764, ott372165
"Hydrocyon lineatus", VTO_0037764, ott372165
"Hydrocynus brevis", VTO_0037770, ott912307
"Ladigesia roloffi", VTO_0037779, ott1012134
"Phenacogrammus pabrensis", VTO_0037786, ott990634
"Virilia pabrensis", VTO_0037786, ott990634
"Micralestes occidentalis", VTO_0037791, ott655656
"Virilia pabrensis", VTO_0037795, ott259778
"Phenacogrammus interruptus", VTO_0037798, ott259776
"Phenacogrammus aurantiacus", VTO_0037799, ott1062363
"Bryconaethiops microstoma", VTO_0037810, ott413710
"Brycinus nurse", VTO_0037821, ott413716
"Brycinus imberi", VTO_0037822, ott107521
"Brycinus kingsleyae", VTO_0037823, ott107519
"Alestes lateralis", VTO_0037824, ott107528
"Brycinus lateralis", VTO_0037824, ott107528
"Brycinus carolinae", VTO_0037826, ott43914
"Alestes baremoze", VTO_0037836, ott43910
"Hemmigrammopetersius barnardi", VTO_0037851, ott335637
"Arnoldichthys spilopterus", VTO_0037853, ott43904
"Alestopetersius hilgendorfi", VTO_0037864, ott133259
"Alestopetersius caudalis", VTO_0037867, ott835738
"Characidae", VTO_0037868, ott701509
"Catoprion mento", VTO_0037900, ott597343
"Piaractus mesopotamicus", VTO_0037945, ott24652
"Poptella compressa", VTO_0037974, ott328361
"Chalceus erythrurus", VTO_0037992, ott990648
"Chalceus macrolepidotus", VTO_0037994, ott753364
"Brycon pesu", VTO_0037996, ott988778
"Brycon melanopterus", VTO_0038010, ott1055159
"Brycon melanopterum", VTO_0038010, ott1055159
"Triportheus angulatus", VTO_0038035, ott133265
"Triportheus albus", VTO_0038041, ott282553
"Gnathocharax steindachneri", VTO_0038045, ott597351
"Roeboides myersi", VTO_0038061, ott282557
"Roeboides occidentalis", VTO_0038062, ott482079
"Galeocharax knerii", VTO_0038066, ott53079
"Arius manillensis", VTO_0035810, ott322218
"Pseudarius philippinus", VTO_0035810, ott322218
"Arius dispar", VTO_0035811, ott322213
"Arius venosus", VTO_0035812, ott488875
"Silurus aristotelis", VTO_0036127, ott383620
"Pseudeutropius moolenburghae", VTO_0036189, ott199222
"Parailia pellucida", VTO_0036194, ott415375
"Physailia pellucida", VTO_0036194, ott415375
"Clupisoma prateri", VTO_0036209, ott671000
"Ictalurus meridionalis", VTO_0036219, ott645300
"Ictalurus balsanus", VTO_0036221, ott645295
"Cheirocerus abuelo", VTO_0036324, ott410507
"Parapimelodus nigribarbis", VTO_0036327, ott410538
"Duopalatinus peruanus", VTO_0036346, ott460850
"Exallodontus aguanai", VTO_0036350, ott575820
"Iheringichthys labrosus", VTO_0036352, ott575783
"Luciopimelodus pati", VTO_0036354, ott1037701
"Duopalatinus goeldii", VTO_0036357, ott423815
"Megalonema platanus", VTO_0036366, ott1037692
"Calophysus macropterus", VTO_0036374, ott184826
"Callophysus macropterus", VTO_0036374, ott184826
"Pimelodus flavipinnis", VTO_0036376, ott1037687
"Platystomatichthys sturio", VTO_0036378, ott884
"Hemisorubim platyrhynchos", VTO_0036380, ott528279
"Hemisorubim platyrhynchus", VTO_0036380, ott528279
"Leiarius marmoratus", VTO_0036420, ott410534
"Olyra longicaudata", VTO_0036425, ott284528
"Pangasius nasutus", VTO_0036437, ott199226
"Trichomycterus brasiliensis", VTO_0036491, ott942883
"Trichomycterus reinhardti", VTO_0036492, ott942885
"Listrura nematopteryx", VTO_0036507, ott482983
"Listrura tetraradiata", VTO_0036508, ott493048
"Franciscodoras", VTO_0036662, ott685862
"Malapterurus microstoma", VTO_0036809, ott750422
"Malapterurus monsembeensis", VTO_0036811, ott264978
"Pterygoplichthys etentaculatus", VTO_0036833, ott942889
"Pterygoplichthys gibbiceps", VTO_0036837, ott953421
"Rhinelepis aspera", VTO_0036844, ott1007247
"Corymbophanes kaiei", VTO_0036854, ott718333
"Hypostomus margaritifer", VTO_0036900, ott319732
"Cochliodon cochliodon", VTO_0036918, ott440107
"Hypostomus cochliodon", VTO_0036918, ott440107
"Microlepidogaster notatus", VTO_0036937, ott1078512
"Otocinclus notatus", VTO_0036937, ott1078512
"Nannoptopoma spectabilis", VTO_0036953, ott144218
"Oxyropsis wrightianum", VTO_0037000, ott983234
"Parotocinclus britskii", VTO_0037013, ott406936
"Parotocinclus spilosoma", VTO_0037015, ott406934
"Parotocinclus collinsae", VTO_0037016, ott144212
"Corymbophanes bahianus", VTO_0037196, ott718336
"Hemipsilichthys bahianus", VTO_0037196, ott718336
"Dekeyseria pulcher", VTO_0037289, ott73902
"Pseudancistrus barbatus", VTO_0037301, ott90485
"Lithoxancistrus orinoco", VTO_0037305, ott817347
"Peckoltia oligospila", VTO_0037341, ott242530
"Megalancistrus gigas", VTO_0037344, ott718340
"Lithoxus lithoides", VTO_0037352, ott1011038
"Panaque pariolispos", VTO_0037356, ott1008719
"Hypophthalmus fimbriatus", VTO_0037374, ott881364
"Hypophthalmus marginatus", VTO_0037376, ott904475
"Gymnorhamphichthys petiti", VTO_0037403, ott378641
"Rhamphichthys hahni", VTO_0037406, ott469750
"Brachyhypopomus occidentalis", VTO_0037421, ott349822
"Eigenmannia virescens", VTO_0037497, ott437387
"Eigenmannia trilineata", VTO_0037501, ott528702
"Eigenmannia macrops", VTO_0037512, ott293634
"Bivibranchia velox", VTO_0037531, ott207936
"Pyrrhulina australis", VTO_0037722, ott435753
"Crenuchidae", VTO_0037734, ott1077824
"Crenuchus spilurus", VTO_0037760, ott278618
"Alestidae", VTO_0037761, ott831414
"Petersius intermedius", VTO_0037784, ott704865
"Hemmigrammopetersius intermedius", VTO_0037784, ott704865
"Rhabdalestes septentrionalis", VTO_0037784, ott704865
"Rhabdalestes loenbergi", VTO_0037784, ott704865
"Micralestes humilis", VTO_0037789, ott927222
"Petersius woosnami", VTO_0037789, ott927222
"Micralestes lualabae", VTO_0037793, ott400803
  , VTO_0053645, ott356228
"Ophisternon aenigmaticum", VTO_0053645, ott356228
  , VTO_0053646, ott261060
"Ophisternon bengalense", VTO_0053646, ott261060
"Centriscidae", VTO_0053670, ott111658
"Indostomidae", VTO_0053687, ott463419
"Fistulariidae", VTO_0053851, ott21785
"Pegasidae", VTO_0053902, ott731212
  , VTO_0053907, ott145126
"Hypoptychidae", VTO_0053908, ott874778
  , VTO_0053908, ott874778
"Hypoptychus dybowskii", VTO_0053910, ott874781
"Aulorhynchidae", VTO_0053911, ott150943
"Aulichthys", VTO_0053912, ott150944
"Aulichthys japonicus", VTO_0053913, ott150932
"Aulorhynchus flavidus", VTO_0053915, ott591249
"Aulostomidae", VTO_0053917, ott231973
"Spinachia spinachia", VTO_0053924, ott111671
"Apeltes quadracus", VTO_0053926, ott591259
"Culaea inconstans", VTO_0053928, ott591254
"Gasterosteus wheatlandi", VTO_0053930, ott971456
"Pungitius pungitius", VTO_0053935, ott561269
"Anablepidae", VTO_0054083, ott363108
"Valenciidae", VTO_0054460, ott771633
"Aphanius apodus", VTO_0054528, ott924392
"Oryzias javanicus", VTO_0055071, ott935185
"Oryzias minutillus", VTO_0055072, ott113482
"Oryzias nigrimas", VTO_0055073, ott935188
"Oryzias sinensis", VTO_0055080, ott946577
"Oryzias matanensis", VTO_0055088, ott953394
"Oryzias marmoratus", VTO_0055091, ott270079
"Oryzias mekongensis", VTO_0055092, ott270077
"Oryzias carnaticus", VTO_0055093, ott270085
"Oryzias celebensis", VTO_0055094, ott270082
"Strongylura marina", VTO_0055110, ott478073
"Scomberesocidae", VTO_0055149, ott427507
"Notocheiridae", VTO_0055280, ott296890
"Pseudomugilidae", VTO_0055289, ott771196
"Bedotiidae", VTO_0055295, ott633389
"Telmatherinidae", VTO_0055325, ott296895
"Melanotaenia nigricans", VTO_0055371, ott759234
"Lepidoblepharon ophthalmolepis", VTO_0055607, ott206091
"Paracitharus macrolepis", VTO_0055609, ott257084
"Citharus linguatula", VTO_0055612, ott21784
"Poecilopsetta plinthus", VTO_0055618, ott282274
"Platichthys stellatus", VTO_0055651, ott296735
"Pleuronectes herzensteini", VTO_0055670, ott331910
"Atheresthes evermanni", VTO_0055724, ott357203
"Arnoglossus laterna", VTO_0055774, ott696263
"Bothus podas", VTO_0055789, ott163360
"Bothus ocellatus", VTO_0055791, ott28834
"Scophthalmus aquosus", VTO_0055808, ott404837
"Lepidorhombus boscii", VTO_0055810, ott63893
"Lepidorhombus whiffiagonis", VTO_0055811, ott530996
  , VTO_0055812, ott722754
"Paralichthyidae", VTO_0055812, ott722754
"Syacium papillosum", VTO_0055817, ott357224
"Syacium micrurum", VTO_0055819, ott476170
"Tarphops oligolepis", VTO_0055828, ott932828
"Xystreurys liolepis", VTO_0055831, ott307271
"Citharichthys xanthostigma", VTO_0055835, ott257080
"Etropus crossotus", VTO_0055842, ott654485
"Pseudorhombus arsius", VTO_0055851, ott654482
"Pseudorhombus pentophthalmus", VTO_0055852, ott357215
"Paralichthys squalimentus", VTO_0055860, ott432968
"Psettodes erumei", VTO_0055872, ott357212
"Samaridae", VTO_0055874, ott206106
"Plagiopsetta glossa", VTO_0055880, ott780068
  , VTO_0055884, ott932825
"Achiridae", VTO_0055884, ott932825
"Trinectes maculatus", VTO_0055889, ott932837
"Achirus fasciatus", VTO_0055889, ott932837
"Holocentrus vexillaris", VTO_0056203, ott589843
"Centroberyx affinis", VTO_0056242, ott350069
"Grammicolepis brachiusculus", VTO_0056337, ott589836
"Parazen", VTO_0056340, ott837699
"Parazen pacificus", VTO_0056341, ott463433
"Cyttus traversi", VTO_0056349, ott589848
"Zenopsis conchifer", VTO_0056352, ott589846
"Cacosternum boettgeri", VTO_0003389, ott155681
"Cacosternum nanum", VTO_0003390, ott676305
"Afrana", VTO_0003391, ott1093295
"Afrana angolensis", VTO_0003392, ott72654
"Afrana fuscigula", VTO_0003394, ott1093298
"Natalobatrachus bonebergi", VTO_0003401, ott406480
"Arthroleptella landdrosia", VTO_0003407, ott274097
"Tomopterna marmorata", VTO_0003422, ott64032
"Tomopterna tandyi", VTO_0003432, ott525180
"Strongylopus grayii", VTO_0003438, ott475148
"Phrynobatrachus", VTO_0003442, ott406527
"Phrynobatrachus acutirostris", VTO_0003458, ott334474
"Phyrnobatrachus versicolor", VTO_0003465, ott859316
"Phrynobatrachus petropedetoides", VTO_0003474, ott649545
"Phrynodon sandersoni", VTO_0003493, ott78663
"Phrynobatrachus natalensis", VTO_0003500, ott542281
"Phrynobatrachus plicatus", VTO_0003504, ott815907
"Phrynobatrachus krefftii", VTO_0003512, ott664226
"Phrynobatrachus cricogaster", VTO_0003513, ott475138
"Phrynobatrachus dendrobates", VTO_0003515, ott867068
"Dimorphognathus africanus", VTO_0003518, ott1001438
"Phrynobatrachus acridoides", VTO_0003520, ott1001442
"Chiromantis", VTO_0003626, ott750030
"Chiromantis rufescens", VTO_0003629, ott135530
"Chiromantis xerampelina", VTO_0003633, ott175631
"Philautus surdus", VTO_0003865, ott594721
"Buergeria japonica", VTO_0003942, ott376754
"Mantidactylus bicalcaratus", VTO_0003951, ott687980
"Mantidactylus liber", VTO_0003965, ott921858
"Guibemantis liber", VTO_0003965, ott921858
"Mantidactylus femoralis", VTO_0004086, ott735521
"Mantidactylus opiparis", VTO_0004158, ott800218
"Mantella aurantiaca", VTO_0004304, ott38967
"Boophis madagascariensis", VTO_0004387, ott735532
"Mixophyes", VTO_0004521, ott1073180
"Mixophyes schevilli", VTO_0004525, ott1073185
"Limnodynastes peronii", VTO_0004548, ott276279
"Limnodynastes dorsalis", VTO_0004555, ott799656
"Heleioporus", VTO_0004559, ott412467
"Telmatobufo", VTO_0004569, ott736941
"Bufo viridis", VTO_0004572, ott1068319
"Telmatobufo venustus", VTO_0004572, ott1068319
"Sooglossus sechellensis", VTO_0004582, ott1039920
"Scotobleps gabonicus", VTO_0004591, ott62327
"Astylosternus", VTO_0004596, ott502427
"Astylosternus diadematus", VTO_0004598, ott910006
"Trichobatrachus robustus", VTO_0004601, ott780980
"Schoutedenella", VTO_0004602, ott968551
"Arthroleptis", VTO_0004602, ott968551
"Schoutedenella taeniata", VTO_0004604, ott107603
"Schoutedenella sylvatica", VTO_0004604, ott107603
"Schoutedenella schubotzi", VTO_0004605, ott635398
"Arthroleptis variabilis", VTO_0004612, ott968555
"Arthroleptis stenodactylus", VTO_0004624, ott628832
"Arthroleptis poecilonotus", VTO_0004629, ott474341
"Arthroleptis adolfifriederici", VTO_0004634, ott769110
"Arthroleptis adolphifriederici", VTO_0004634, ott769110
"Nyctibates corrugatus", VTO_0004636, ott475156
"Leptopelis", VTO_0004637, ott750017
"L. bocagei", VTO_0004638, ott917466
"Leptopelis vermiculatus", VTO_0004643, ott750011
"L. karissumbensis", VTO_0004644, ott956255
"Leptopelis brevirostris", VTO_0004646, ott954728
"L. kivuensis", VTO_0004649, ott447448
"Leptopelis natalensis", VTO_0004650, ott980655
"L. modestus", VTO_0004652, ott980682
"Cardioglossa", VTO_0004653, ott1028305
"Cardioglossa gracilis", VTO_0004662, ott1001464
"Cardioglossa leucomystax", VTO_0004663, ott1028307
"Phlyctimantis", VTO_0004665, ott462985
"Phylyctimantis leonardi", VTO_0004666, ott462982
"P. verrucosus", VTO_0004667, ott750032
"Phlyctimantis verrucosus", VTO_0004667, ott750032
"Tachycnemis seychellensis", VTO_0004669, ott750023
"Hyperolius", VTO_0004670, ott78177
"H. picturatus", VTO_0004679, ott660308
"H. montanus", VTO_0004691, ott659587
"H. phantasticus", VTO_0004693, ott659593
"H. viridiflavus", VTO_0004699, ott593342
"Hyperolius argus", VTO_0004702, ott78179
"Hyperolius marmoratus", VTO_0004703, ott441372
"H. pusillus", VTO_0004712, ott510956
"H. nasutus", VTO_0004716, ott635554
"H. castaneus", VTO_0004722, ott681665
"Hyperolius castaneus", VTO_0004722, ott681665
"H. kivuensis", VTO_0004739, ott71965
"Hyperolius kivuensis", VTO_0004739, ott71965
"Cinetodus conorhynchus", VTO_0059724, ott3623383
"Tetranesodon conorhynchus", VTO_0059724, ott3623383
"Arius guatemalensis", VTO_0059725, ott195737
"Arius assimilis", VTO_0059726, ott47720
"Ariopsis seemani", VTO_0059727, ott704267
"Arius seemanni", VTO_0059727, ott704267
"Galeichthys gilberti", VTO_0059727, ott704267
"Netuma proximus", VTO_0059728, ott992738
"Arius proximus", VTO_0059728, ott992738
"Arius liropus", VTO_0059731, ott922478
"Hemiarius harmandi", VTO_0059736, ott3623379
"Ageneiosus mino", VTO_0059739, ott3623449
"Batrachocephalus mino", VTO_0059739, ott3623449
"Arius mastersi", VTO_0059741, ott838
"Tachysurus (Pararius) godfreyi", VTO_0059741, ott838
"Hexanematichthys mastersi", VTO_0059741, ott838
"Arius sagoroides", VTO_0059741, ott838
"Arius quadriscutis", VTO_0059743, ott784547
"Arius rugispinis", VTO_0059747, ott261234
"cf. Arius macrorhynchus", VTO_0059750, ott?
"Osteogeniosus sp.", VTO_0059751, ott?
"Arius acutirostris", VTO_0059755, ott3623405
"Arius africanus", VTO_0059756, ott3623403
"Ariodes arenarius", VTO_0059762, ott3623396
"Arius arenarius", VTO_0059762, ott3623396
"Arius sp.", VTO_0059766, ott?
"Arius sciurus", VTO_0059769, ott3623402
"Arius microcephalus", VTO_0059769, ott3623402
"Guiritinga barbus", VTO_0059770, ott4138577
"Delturus anguillicaudatus", VTO_0059771, ott3622648
